[239554898, 102907710, 132452821]
[139255779, 91820978, 191620793, 47012473, 225750785]
[31297005, 54490622, 234779012, 62975425, 56352815]
[211316160, 37095821, 213065153, 48235207, 61637999]
[154551859, 47812082, 16349031, 124218663, 237497373]
[140347209, 25798347, 4746789, 4938993, 197632766]
[20621167, 224126767, 65238341, 214310993, 191543366]
[10106479, 99839777, 84934558, 77107527, 175109544]
[63174497, 133172007, 24939800, 84590400, 108213916]
[139407978, 206633498, 150172527, 216776648]
[112655291, 19209424, 208223836, 174956768, 144403211]
[204923669, 55371512, 158920153, 39928306, 90213469]
[168408190, 86291210, 166695298, 108770990, 104471708]
[204923669, 76676678, 234138976, 147969585, 248337934]
[154023279, 136585538, 33228653, 242264617, 113528374]
[141361673, 162202163, 38490121, 70812908, 85851331]
[205226715, 6410317, 156606069, 650760, 206162838]
[102428331, 177733082, 129251195, 215236002, 77934705]
[139255779, 117323211, 86191772, 75266315, 78908643]
[240973929, 83097505, 11728468, 155886915, 16751023]
[116640107, 175919948, 230396891, 118261327, 178497914]
[8685447, 234393374, 146940291, 140624781, 246335260]
[211510271, 46724623, 74610054, 134915134, 171727223]
[10379212, 12391743, 5269103, 90783180, 145570068]
[197930535, 234635560, 228096494, 19862437, 191976898]
[116640107, 175919948, 230396891, 219625776, 73566686]
[74329510, 39112394, 143983921, 226506926, 28043639]
[233481409, 223580591, 238456769, 130830529, 120881427]
[82205394, 222031531, 97617751, 152489962, 130177036]
[106261171, 44990710, 84180592, 123440078, 203641057]
[233481409, 223580591, 100428466, 185788252, 131862641]
[139255779, 10547589, 17697623, 174902835, 84180443]
[44567748, 170653476, 205590388, 82702155, 55264687]
[245186357, 33815929, 81317813, 149728072, 110885945]
[211804832, 138574305, 94342188, 23325149, 103985862]
[185021265, 120449815, 109402407, 238365880, 57691102]
[60417925, 70729437, 195152800, 174448513, 20882309]
[121975721, 12187143, 29641881, 233589152, 19220682]
[227085835, 146934373, 148571485, 58985340, 177381399]
[213112826, 25516838, 152287638, 51081692, 208711471]
[245186357, 104175749, 170891995, 92128647, 13204697]
[121975721, 42062284, 75194355, 182866743, 65601891]
[141361673, 162202163, 126094098, 64413723, 124389587]
[126015619, 3034421, 7944536, 230428064, 50385979]
[204923669, 55371512, 158920153, 236699111, 117965505]
[42779529, 27928593, 225954198, 23928641, 214455038]
[96017771, 5878864, 77101726, 124939623, 63805015]
[242767556, 223313203, 181976474, 99329735, 247185095]
[121975721, 42062284, 93893883, 4420759, 34092326]
[80810737, 179338136, 62663263, 47467154, 129845062]
[239393237, 125604638, 107467616, 172611694, 118034878]
[121975721, 42062284, 75194355, 13024942, 109495543]
[139255779, 168173206, 225516292, 112556943, 179535955]
[121975721, 42062284, 19586029, 62150434, 46483352]
[139407978, 206633498, 21411166, 153971412]
[48016099, 12649474, 85854525, 239778369, 160247968]
[148907630, 143141347, 51124938, 61812059, 30013441]
[213112826, 25516838, 152287638, 114775498, 180168771]
[245186357, 104175749, 161846456, 108563380, 241714615]
[242767556, 223313203, 181976474, 94981011, 14653560]
[49986552, 151382489, 61990312, 150003870, 33194794]
[18782487, 180228062, 32306155, 8891987, 156471202]
[10737719, 216304733, 179794090, 78166976, 213128791]
[49431804, 24092436, 92023561, 36526307, 201258008]
[49431804, 239753856, 105078153, 54419308, 4649185]
[211316160, 37095821, 218824995, 161132275, 156927945]
[121773903, 154727771, 23179543, 56048588, 60745736]
[49986552, 151382489, 227281599, 232839476, 62229079]
[117485685, 71142349, 113275482, 177763502, 248749667]
[227085835, 146934373, 148571485, 58985340, 240125639]
[214976764, 232135327, 176113184, 89104064, 116885512]
[170206712, 12111425, 214226545, 122121517, 34740807]
[104933563, 21546646, 199216700, 146176001, 207995353]
[245186357, 56476491, 21738255, 97185163, 192049182]
[28779114, 129128005, 90017851, 33886359, 228018150]
[205226715, 6410317, 167501455, 99904677, 213606123]
[245186357, 51214878, 85245345, 25727633, 248054215]
[74329510, 124765354, 49009538, 121122981, 177632572]
[148907630, 26611378, 193025159, 174146668, 93057690]
[148907630, 26611378, 223997019, 240216130, 221744445]
[245186357, 33815929, 103613504, 131702159, 184089050]
[139407978, 30753859, 146083603, 64348508, 154174157]
[184452350, 102640177, 188451254, 108268505, 54548619]
[197930535, 234635560, 135700399, 74886964, 85611756]
[60417925, 96970598, 101872559, 31207063, 131199185]
[211316160, 37095821, 218824995, 161132275, 246084978]
[59717361, 134711651, 144501605, 70817476, 170173392]
[121690776, 115201947, 198483596, 183062049, 80283557]
[169492383, 134805362, 104463455, 61755331, 66674404]
[28939697, 83720688, 178786589, 92978449, 115810832]
[152865647, 34304426, 142969536, 142498073, 1308617]
[28939697, 123364048, 231894319, 163193455, 205431314]
[185689250, 130812845, 120689371, 15712167, 118076223]
[151970870, 105653424, 194192038, 88878768, 100568617]
[205972194, 92870195, 133973930, 92671010, 62131368]
[85998254, 248045083, 240040489, 65201240, 105312636]
[10106479, 99839777, 84934558, 77107527, 163188342]
[76710225, 61686088, 75379133, 61312916, 109522539]
[119048721, 211230462, 224092800, 210229986, 86877482]
[31297005, 54490622, 234779012, 57687370, 149772818]
[245186357, 33815929, 103613504, 131702159, 170908501]
[131161949, 182719904, 31830738, 163263028, 89837460]
[82212583, 193617759, 234025706, 141485732, 233351797]
[233481409, 223580591, 100428466, 185788252, 125218774]
[205226715, 6410317, 167501455, 99904677, 218616119]
[121975721, 42062284, 93893883, 4420759, 89210853]
[115917063, 113950444, 62884421, 107064371, 65552778]
[49986552, 151382489, 227281599, 232839476, 196000597]
[205226715, 161852671, 133516433, 63536486, 139035748]
[213112826, 25516838, 8960197, 80019682, 200191357]
[117485685, 174210268, 64249836, 205389107, 243860581]
[112655291, 19209424, 128847631, 39081452, 152362368]
[85998254, 248045083, 23181581, 235937100, 31747937]
[162649472, 94017805, 56418915, 224447628, 240464537]
[121975721, 42062284, 93893883, 142156324, 112535933]
[20621167, 224126767, 65238341, 214310993, 241776867]
[123465332, 65575915, 12715842, 194566466, 116738835]
[190568229, 125161204, 110226349, 109342678, 37825120]
[117485685, 247239338, 58098803, 157858273, 62163854]
[31306188, 77504286, 65644375, 110744534, 219955179]
[188932858, 115146698, 241612689, 10876463, 241841712]
[213112826, 25516838, 152287638, 51081692, 42004573]
[111584673, 59739155, 89808464, 161531445, 244706660]
[245186357, 56476491, 21738255, 97185163, 70997893]
[163813705, 243210101, 156158070, 49290041, 245410968]
[181938804, 163199325, 123452341, 188638903, 24937844]
[121975721, 42062284, 19586029, 62150434, 204748696]
[9953629, 187022359, 176899446, 238532363, 161352056]
[139255779, 117323211, 186374400, 128196994, 112568518]
[60417925, 70729437, 195152800, 175899869, 141256070]
[188932858, 200934080, 132971194, 91700931, 204746080]
[240507357, 88950933, 207300081, 150987003, 241979402]
[245186357, 33815929, 103613504, 131702159, 119824578]
[155939215, 2597427, 107088782, 222006932, 142376626]
[82212583, 193617759, 234025706, 196862795, 8436367]
[163813705, 132076665, 238635194, 63211990, 2822286]
[24231581, 15527440, 40703717, 138821206, 242933972]
[49431804, 239753856, 105078153, 130765319, 189266219]
[76710225, 167739046, 165438592, 117465674, 153838766]
[240973929, 83097505, 20780799, 235045094, 186224175]
[119048721, 189256057, 153933443, 137317665, 175104557]
[148907630, 26611378, 193025159, 174146668, 201357627]
[28779114, 129128005, 226220635, 152621537, 61702446]
[10971906, 106455583, 227980092, 203881478, 112722103]
[141361673, 190697245, 163142798, 3143718, 178498501]
[108906837, 199773189, 71402764, 29015971, 230094117]
[172696320, 32584832, 220235183, 102741534, 216829534]
[141361673, 162202163, 65247730, 24296962, 66142331]
[169717436, 214896517, 160185875, 151501997, 202375888]
[102428331, 177733082, 47880734, 206715271, 173240471]
[218542507, 27686776, 57877320, 136539700, 168013181]
[139407978, 206633498, 130022095, 136115383]
[148907630, 26611378, 193025159, 174146668, 63019082]
[80810737, 60516862, 185720481, 143117713, 153858523]
[205972194, 61946850, 32802042, 172129796, 78141638]
[184452350, 117534910, 85483031, 226603022, 95360860]
[204923669, 50635880, 156536157, 126285967, 21834830]
[28939697, 123364048, 185338091, 38631798, 189340920]
[121975721, 42062284, 75194355, 13024942, 56865115]
[121690776, 115201947, 67731008, 121337576, 49342296]
[63174497, 133172007, 24939800, 84590400, 166313817]
[148907630, 26611378, 193025159, 174146668, 98828830]
[141361673, 162202163, 126094098, 3400892, 211723192]
[150812197, 207907728, 45493282, 168636907, 142688778]
[139255779, 117323211, 86191772, 82525022, 242989718]
[28939697, 114464836, 89076961, 35693389, 115014230]
[139407978, 206633498, 150172527, 104688291]
[239393237, 164714934, 240019004, 198752407, 99122404]
[168408190, 86291210, 166695298, 144561847, 35321988]
[243854923, 131996813, 143905498, 72933, 55068591]
[211316160, 37095821, 218824995, 195689234, 140570499]
[96343362, 100486110, 213236602, 24901115, 59383252]
[85998254, 248045083, 25312165, 127762584, 217828135]
[139407978, 2472696, 76602612, 168634962]
[205972194, 86177255, 137657541, 39857290, 242604136]
[211316160, 37095821, 218824995, 161132275, 33872488]
[20195691, 76067494, 114991732, 206735211, 231887379]
[245186357, 56476491, 21738255, 121896090, 236466151]
[231488027, 32101784, 127865537, 162281022, 129922855]
[245186357, 51214878, 45978248, 68718653, 53016227]
[106261171, 44990710, 84180592, 123440078, 231497981]
[245186357, 33815929, 173663102, 28237412, 159243978]
[139255779, 117323211, 86191772, 224651056, 132371457]
[104573498, 121415770, 149472192, 187891726, 154466217]
[167539219, 192052900, 161171309, 56900633, 14823510]
[240973929, 83097505, 160378007, 159329744, 42820840]
[108906837, 199773189, 190953520, 63193029, 178919610]
[108906837, 199773189, 190953520, 234574556, 115381386]
[204318514, 96260484, 124198569, 210335078, 110994899]
[211804832, 138574305, 242838564, 188030565, 104483348]
[102428331, 177733082, 129251195, 137697711, 10072583]
[245186357, 33815929, 103613504, 131014127, 35749492]
[205972194, 61946850, 32802042, 40292082, 75459390]
[213112826, 25516838, 152287638, 224047741, 246519967]
[28939697, 83720688, 206122823, 49942988, 161567604]
[40401329, 133505597, 171377032, 100467938, 18354803]
[205226715, 6410317, 156606069, 650760, 246643247]
[75857740, 82351932, 215992635, 214948612, 46189544]
[205972194, 86177255, 137657541, 146101519, 168690798]
[76710225, 167739046, 114583317, 140548397, 242364970]
[139255779, 117323211, 86191772, 75266315, 147951920]
[28939697, 123364048, 231894319, 163193455, 5948702]
[149858644, 196436553, 114644864, 53341021, 246144697]
[141361673, 162202163, 65247730, 57642163, 92658966]
[140347209, 25798347, 4746789, 4938993, 218030816]
[169313277, 37558859, 186907533, 235749280, 78297901]
[233481409, 223580591, 100428466, 57734446, 50678619]
[245186357, 33815929, 103613504, 216015871, 122861351]
[210253789, 186269903, 135252581, 53641965, 141041636]
[239554898, 102907710, 132452821, 124460660, 166836782]
[211510271, 40815467, 175548497, 118824372, 170240288]
[152760441, 41836273, 30896378, 246166940, 182498416]
[24231581, 15527440, 40703717, 111968683, 105490074]
[96343362, 100486110, 213236602, 24901115, 161745545]
[99697683, 45418046, 128029953, 224015841, 27023577]
[211804832, 156354737, 233635579, 238338508, 5184111]
[121773903, 154727771, 23179543, 60928386, 112637192]
[124619536, 212270092, 18763595, 47127520, 166918295]
[49986552, 151382489, 61990312, 150003870, 232523961]
[149858644, 196436553, 114644864, 187354541, 213263842]
[121690776, 115201947, 198483596, 115073004, 114400020]
[245186357, 33815929, 81317813, 56987016, 232156542]
[90480851, 82849463, 92684410, 122592361, 195139578]
[231488027, 32101784, 95034900, 50625588, 142167243]
[10106479, 48368057, 101287106, 26137914, 37677254]
[49986552, 151382489, 227281599, 232839476, 136360256]
[121773903, 154727771, 215699634, 129378344, 150630871]
[85998254, 248045083, 25312165, 7720714, 44999136]
[239208748, 140345608, 11321520, 114795487, 58083501]
[112655291, 19209424, 232522597, 80081881, 206884651]
[150812197, 207907728, 45493282, 10744960, 70592574]
[112655291, 19209424, 208223836, 174956768, 236624390]
[116640107, 175919948, 230396891, 219625776, 144804450]
[139407978, 28655380, 221952859, 128925738, 170695932]
[121690776, 115201947, 198483596, 248096712, 14942425]
[28939697, 114464836, 89076961, 152038630, 45433407]
[239208748, 140345608, 11321520, 169990400, 29850833]
[188932858, 200934080, 97777798, 41131871, 181650260]
[139407978, 92142634, 167501510, 149029214, 75016614]
[149858644, 196436553, 114644864, 171005239, 137948363]
[239554898, 105465088, 125977636, 107196885, 183279611]
[9953629, 27976225, 80861230, 216589261, 80055634]
[121690776, 115201947, 198483596, 96886240, 22279010]
[108906837, 199773189, 190953520, 63193029, 96946943]
[208401552, 123724305, 159653775, 168513786, 123512653]
[22619776, 37360844, 21766791, 228290118, 168364653]
[184452350, 76673988, 118948775, 182255855, 42279723]
[139407978, 92142634, 167501510, 243494623, 150667653]
[208401552, 123724305, 159653775, 183130483, 153583834]
[185021265, 120449815, 33146577, 203946957, 87519768]
[239393237, 164714934, 224904743, 136954575, 39502737]
[239554898, 102907710, 132452821, 243389068, 172961109]
[121690776, 99657203, 206690793, 205289855, 238658123]
[20649053, 38514294, 54647700, 174102139, 196735877]
[60417925, 96970598, 101872559, 87277627, 93853075]
[239393237, 164714934, 240019004, 77715297, 37098502]
[47163196, 31168336, 60807112, 55723275, 3595462]
[139407978, 2472696, 76602612, 233415570]
[85998254, 248045083, 240040489, 48302114, 128770492]
[211510271, 200640855, 93455200, 97370272, 140706900]
[104573498, 121415770, 149472192, 187891726, 184245979]
[211316160, 37095821, 218824995, 161132275, 123786967]
[205972194, 86177255, 137657541, 188629033, 226695310]
[245186357, 104175749, 170891995, 212154307, 48930371]
[245186357, 179224212, 67875021, 188951933, 248882419]
[139407978, 13422933, 168235173, 210659469, 192447928]
[218542507, 27686776, 57877320, 242250743, 4579137]
[211510271, 46724623, 192930472, 24980842, 103195820]
[239208748, 140345608, 11321520, 114795487, 98869557]
[28939697, 83720688, 206122823, 229232565, 63268197]
[239554898, 102907710, 132452821, 215283349, 59764666]
[121975721, 12187143, 29641881, 233589152, 64457665]
[139407978, 206633498, 73323566, 53428]
[188932858, 115146698, 241612689, 48687661, 247363085]
[205226715, 161852671, 133516433, 129939351, 208152556]
[139407978, 92142634, 167501510, 243494623, 146599740]
[218542507, 210706211, 73665838, 242370252, 215416549]
[28939697, 123364048, 231894319, 163193455, 123375749]
[121690776, 115201947, 67731008, 121337576, 223274438]
[104573498, 192955018, 133710613, 172965008, 169947045]
[49986552, 151382489, 101485566, 200113983, 129812818]
[211316160, 37095821, 218824995, 161132275, 64094418]
[163813705, 132076665, 238635194, 63211990, 170641774]
[140347209, 25798347, 64306031, 122192794, 143446585]
[241718137, 240234294, 110201244, 189428371, 32494698]
[204923669, 241002532, 62700247, 126214957, 69297684]
[184452350, 76673988, 118948775, 182255855, 191341559]
[112655291, 19209424, 128847631, 12084842, 225737231]
[49431804, 239753856, 105078153, 54419308, 54758588]
[184452350, 117534910, 85483031, 226603022, 32217485]
[32676012, 195138918, 93193866, 17829718, 188256222]
[148907630, 26611378, 223997019, 78329832, 6923644]
[106335033, 130372207, 30533253, 81286519, 118646158]
[121975721, 42062284, 93893883, 4420759, 46004189]
[9953629, 20319404, 239906282, 193126235, 164249515]
[188932858, 115146698, 234256803, 182262024, 203843786]
[82205394, 222031531, 97617751, 152489962, 54596810]
[240973929, 83097505, 11728468, 155886915, 94389995]
[239554898, 105465088, 125977636, 107196885, 221831823]
[245186357, 104175749, 170891995, 212154307, 241205060]
[12733949, 207216632, 16485771, 79118494, 59382611]
[141361673, 162202163, 65247730, 57642163, 16303502]
[10106479, 48368057, 101287106, 74392634, 82056623]
[22619776, 15424767, 80304403, 83426752, 221613721]
[90480851, 84672421, 120781503, 40539765, 118972552]
[204318514, 96260484, 124198569, 82290644, 227716861]
[112655291, 19209424, 201033010, 27220, 124198220]
[231488027, 32101784, 127865537, 154034083, 149148096]
[59717361, 134711651, 144501605, 70817476, 191042212]
[243714234, 117825797, 232941373, 120073632, 164858164]
[218542507, 27686776, 57877320, 242250743, 125087554]
[204318514, 96260484, 124198569, 82290644, 146804374]
[28779114, 129128005, 90017851, 158852497, 14554916]
[181938804, 163199325, 7112223, 142010694, 241925212]
[112655291, 19209424, 128847631, 12084842, 11406550]
[205972194, 86177255, 137657541, 216106120, 180801689]
[239554898, 105465088, 218365829, 203396497, 3343743]
[139255779, 117323211, 186374400, 7935869, 31412910]
[185689250, 130812845, 120689371, 15712167, 22931254]
[27154418, 2070364, 154566045, 21988525, 243869587]
[24231581, 15527440, 40703717, 138821206, 5624373]
[141361673, 190697245, 163142798, 97409802, 129190750]
[82212583, 193617759, 234025706, 141485732, 81053665]
[60417925, 238812475, 151843815, 209211225, 157380284]
[197930535, 234635560, 135700399, 208435667, 164792087]
[139407978, 28655380, 221952859, 128925738, 132249390]
[218542507, 27686776, 57877320, 101656481, 125062724]
[112655291, 19209424, 78637201, 10643554, 242678677]
[174915493, 10216631, 201309610, 189355295, 143980387]
[124206638, 48607635, 205159272, 157219285, 109554923]
[181938804, 60690532, 49774268, 81236042, 102943837]
[108906837, 199773189, 190953520, 63193029, 88155766]
[121690776, 115201947, 136745825, 178417372, 107764572]
[117485685, 71142349, 113275482, 238605918, 19437666]
[28939697, 83720688, 178786589, 92978449, 95595740]
[197930535, 234635560, 135700399, 74886964, 77290044]
[112655291, 19209424, 78637201, 3582407, 43920116]
[85998254, 248045083, 23181581, 235937100, 107359438]
[148907630, 143141347, 51124938, 61812059, 29908432]
[220047070, 171574254, 218849336, 231017939, 37886148]
[10379212, 12391743, 5269103, 90783180, 38946337]
[152760441, 41836273, 30896378, 53564557, 38397153]
[141361673, 190697245, 163142798, 67212929, 80961421]
[96017771, 5878864, 77101726, 124939623, 179944564]
[167760064, 204843996, 95512637, 45367527, 115234142]
[96343362, 100486110, 213236602, 24901115, 191020080]
[233481409, 223580591, 100428466, 57734446, 90909736]
[205972194, 61946850, 32802042, 172129796, 159489605]
[222119453, 85409032, 82869299, 75997975, 230006722]
[245186357, 179224212, 177971497, 122788728, 120240893]
[234718713, 240378660, 90348032, 210526919, 39638375]
[188932858, 115146698, 241612689, 48687661, 200339298]
[205972194, 61946850, 217597649, 241053092, 149883919]
[121690776, 115201947, 136745825, 178417372, 175589778]
[106261171, 126184161, 158442460, 135365713, 63209878]
[74329510, 124765354, 216119651, 120037485, 203664073]
[222119453, 85409032, 82869299, 92748102, 133181110]
[211804832, 103588449, 187930436, 30070197, 163128533]
[239554898, 105465088, 125977636, 133536575, 99029981]
[10106479, 70087705, 47329919, 126566423, 158179018]
[240973929, 83532539, 32527346, 227875422, 123879055]
[147630629, 151334426, 141540138, 91820145, 117636343]
[27929889, 82163150, 1003864, 183932585, 12185693]
[211510271, 46724623, 192930472, 208270295, 85754040]
[154551859, 47812082, 16349031, 122909199, 168311413]
[22619776, 109555255, 199440713, 183041558, 25812698]
[28939697, 155234741, 108426756, 86388905, 36300177]
[149858644, 196436553, 114644864, 218395304, 3636976]
[231488027, 32101784, 95034900, 50625588, 202706349]
[139255779, 168173206, 225516292, 112556943, 188267784]
[104573498, 121415770, 149472192, 187891726, 102116478]
[211510271, 40815467, 175548497, 2406097, 170068134]
[108906837, 199773189, 190953520, 63193029, 88602948]
[227085835, 146934373, 148571485, 106983571, 5962787]
[174915493, 10216631, 201309610, 189355295, 85436470]
[49431804, 246457812, 177362205, 102622165, 209226232]
[24231581, 15527440, 39151893, 166928330, 213399901]
[150812197, 207907728, 45493282, 10744960, 219846231]
[202934950, 176470526, 50794561, 147033937, 168458659]
[188932858, 115146698, 241612689, 194912320, 16026279]
[74329510, 124765354, 216119651, 120037485, 119398129]
[12733949, 207216632, 16485771, 135862490, 232658320]
[243854923, 131996813, 143905498, 72933, 98916293]
[211316160, 37095821, 218824995, 2668282, 741655]
[74329510, 124765354, 49009538, 121122981, 200777138]
[239393237, 164714934, 240019004, 77715297, 67084840]
[82212583, 193617759, 234025706, 141485732, 2507358]
[18782487, 180228062, 77982122, 153310062, 24202663]
[9953629, 20319404, 239906282, 193126235, 123688614]
[60417925, 238812475, 151843815, 190030324, 36376298]
[106261171, 44990710, 84180592, 220734106, 10229795]
[76832338, 137469819, 68844311, 205714096, 105005002]
[115917063, 113950444, 190849006, 82234406, 143529508]
[177119877, 214819640, 128621318, 19342724, 243784842]
[148907630, 26611378, 223997019, 240216130, 8670377]
[32676012, 195138918, 178653906, 89148184, 164346081]
[49986552, 151382489, 101485566, 200113983, 159617588]
[195122300, 8092110, 93657706, 99431903, 112789195]
[104573498, 139736287, 57981276, 142212095, 82060625]
[102428331, 177733082, 47880734, 2118604, 17517714]
[121975721, 14824860, 73209884, 204341596, 171598361]
[108346240, 182739968, 124173827, 76354141, 119384549]
[205972194, 86177255, 137657541, 216106120, 120372757]
[9953629, 20319404, 10979674, 33359995, 36754112]
[108906837, 199773189, 190953520, 63193029, 72795432]
[90480851, 84672421, 120781503, 40539765, 151701358]
[101060348, 149510120, 78999704, 197884911, 213622415]
[118348159, 41843502, 198222345, 26449917, 228337232]
[106261171, 126184161, 170418784, 140105318, 123473916]
[141361673, 190697245, 163142798, 97409802, 177661929]
[181938804, 60690532, 76340025, 28135936, 174485053]
[84732876, 229889095, 217748667, 203970777, 239796591]
[121690776, 115201947, 67731008, 87767839, 40357153]
[49431804, 24092436, 92023561, 36526307, 20008542]
[211510271, 40815467, 61774155, 224357952, 56780238]
[239393237, 164714934, 240019004, 198752407, 165672168]
[24231581, 15527440, 39151893, 166928330, 228196264]
[181938804, 60690532, 76340025, 132436869, 89636976]
[214018668, 83299561, 183713552, 192973470, 62273360]
[49986552, 151382489, 61990312, 150003870, 823073]
[102428331, 177733082, 135289906, 68475443, 4374258]
[49431804, 246457812, 177362205, 102622165, 40978910]
[222119453, 85409032, 82869299, 75997975, 212624041]
[121690776, 115201947, 136745825, 178417372, 97627083]
