[239554898, 231847501, 91087345]
[211510271, 40815467, 175548497]
[233262282, 87811742, 234803198]
[20195691, 248537501, 142218587]
[161888310, 59938753, 23354608]
[74329510, 124765354, 216119651]
[239393237, 245592069, 19580322]
[140347209, 25798347, 4746789]
[118348159, 96142024, 62206011]
[32676012, 43798277, 111181810]
[28939697, 123364048, 153858753]
[207053706, 37845295, 14019710]
[84732876, 241789311, 87079981]
[113599894, 57047357, 202990612]
[108906837, 93537068, 238985688]
[103795362, 77377293, 23101631]
[121975721, 42062284, 19586029]
[117485685, 174210268, 64249836]
[169313277, 9510243, 54726766]
[28939697, 114464836, 89076961]
[154551859, 47812082, 16349031]
[117485685, 71142349, 113275482]
[213579804, 244349371, 130584908]
[121975721, 14824860, 77298143]
[205226715, 161852671, 65432134]
[28939697, 155234741, 108426756]
[139407978, 30753859, 146083603]
[239679406, 25346579, 66525943]
[115889120, 99949980, 241234268]
[84448557, 165858519, 165288482]
[245186357, 56476491, 21738255]
[60417925, 96970598, 101872559]
[208401552, 123724305, 159653775]
[74329510, 39112394, 143983921]
[202934950, 97398191, 4152517]
[211957614, 126393308, 225116876]
[121690776, 99657203, 111231591]
[240973929, 83097505, 20780799]
[245186357, 56476491, 70478236]
[205226715, 161852671, 133516433]
[192049153, 243314197, 211744150]
[82205394, 222031531, 97617751]
[211804832, 138574305, 242838564]
[139255779, 10547589, 127972107]
[49986552, 151382489, 227281599]
[25831861, 107167498, 25319962]
[224589236, 84806013, 11055792]
[76710225, 167739046, 165438592]
[140347209, 117240589, 218215908]
[106261171, 44990710, 105256267]
[20649053, 38514294, 184996350]
[82205394, 222031531, 143167547]
[58430490, 172895116, 178625316]
[211316160, 65884239, 87865373]
[59717361, 134711651, 144501605]
[121773903, 154727771, 23179543]
[169717436, 168877842, 145613447]
[139407978, 28655380, 221952859]
[141361673, 162202163, 38490121]
[10379212, 12391743, 5269103]
[170206712, 12111425, 214226545]
[149858644, 196436553, 182379394]
[118348159, 41843502, 198222345]
[23183317, 218987044, 185709082]
[121690776, 115201947, 136745825]
[155906635, 180949973, 18837139]
[218542507, 27686776, 57877320]
[169717436, 214896517, 160185875]
[162649472, 94017805, 56418915]
[10106479, 99839777, 84934558]
[22619776, 15424767, 80304403]
[49431804, 246457812, 177362205]
[19161165, 79144175, 110037532]
[152865647, 34304426, 62534149]
[154023279, 136585538, 33228653]
[121975721, 14824860, 73209884]
[243714234, 87964702, 45324896]
[60417925, 51741037, 151086464]
[124619536, 212270092, 18763595]
[184452350, 76673988, 26762926]
[160482675, 174482424, 173222241]
[155939215, 2597427, 107088782]
[204923669, 50635880, 156536157]
[152865647, 34304426, 142969536]
[213112826, 25516838, 105566614]
[139255779, 117323211, 186374400]
[239393237, 164714934, 246715145]
[102428331, 177733082, 77412540]
[25001273, 6626874, 144966148]
[211804832, 103588449, 153329831]
[58203596, 66805226, 20293083]
[99697683, 8582985, 84448258]
[85998254, 248045083, 240040489]
[121690776, 99657203, 122191188]
[161928706, 114233017, 86723655]
[90480851, 82849463, 215751418]
[239393237, 164714934, 59560393]
[222119453, 80460225, 47897460]
[239554898, 105465088, 218365829]
[20195691, 163393198, 3415533]
[106261171, 138199889, 137210997]
[42779529, 94357672, 222611044]
[60417925, 159601639, 183311976]
[169313277, 205586708, 19921667]
[188932858, 200934080, 132971194]
[220047070, 171574254, 69326246]
[96343362, 100486110, 207436691]
[112655291, 19209424, 232522597]
[154023279, 69813054, 141381008]
[169492383, 134805362, 84466020]
[90480851, 84672421, 94467169]
[139255779, 168173206, 225516292]
[42779529, 27928593, 132192008]
[9953629, 187022359, 176899446]
[205226715, 133867163, 196411643]
[182613668, 118064322, 75889561]
[211804832, 131182141, 31986309]
[121975721, 14824860, 80600832]
[224376413, 15682689, 18147081]
[106261171, 138199889, 146316921]
[59717361, 134711651, 185365046]
[188932858, 159514019, 138367363]
[159080285, 42171795, 196470360]
[202934950, 97398191, 173870955]
[99046567, 139422531, 208161961]
[128833818, 179713442, 44804905]
[102428331, 177733082, 135289906]
[48016099, 12649474, 32609062]
[28779114, 129128005, 226220635]
[218542507, 210706211, 130779960]
[32676012, 195138918, 93193866]
[195122300, 8092110, 93657706]
[239393237, 164714934, 169933436]
[213112826, 25516838, 152287638]
[124206638, 48607635, 217207024]
[49986552, 151382489, 98990751]
[184452350, 76673988, 23140946]
[139255779, 91820978, 191620793]
[211804832, 156354737, 233635579]
[139407978, 206633498]
[167539219, 200713290, 145776618]
[172696320, 32584832, 9138130]
[211510271, 200640855, 237584527]
[121975721, 12187143, 29641881]
[210253789, 186269903, 135252581]
[185021265, 120449815, 109402407]
[148907630, 143141347, 51124938]
[202934950, 97398191, 24365021]
[141361673, 162202163, 126094098]
[140347209, 25798347, 64306031]
[214466091, 35650223, 97494047]
[82212583, 193617759, 234025706]
[19175843, 157432727, 127253774]
[245186357, 33815929, 81317813]
[243714234, 117825797, 232941373]
[162649472, 196857788, 30422544]
[76832338, 137469819, 120650679]
[18886745, 225393292, 42124268]
[166462820, 132071187, 85081167]
[99697683, 45418046, 128029953]
[168408190, 86291210, 166695298]
[205972194, 61946850, 217597649]
[28939697, 123364048, 231894319]
[163813705, 132076665, 238635194]
[115917063, 113950444, 190849006]
[10106479, 190143267, 242876210]
[18782487, 203178984, 219329932]
[197930535, 234635560, 228096494]
[139255779, 148161601, 205346379]
[99697683, 8582985, 171381387]
[27154418, 153048969, 91021117]
[121690776, 99657203, 206690793]
[139407978, 13422933, 29202959]
[240973929, 83097505, 50179473]
[106261171, 126184161, 158442460]
[60290327, 198465013, 2305365]
[177119877, 2276120, 195767404]
[10106479, 70087705, 147624992]
[108304558, 205317970, 38487022]
[218542507, 210706211, 73665838]
[169313277, 113857410, 166293217]
[74869342, 220737497, 182069125]
[181938804, 163199325, 200191403]
[20649053, 38514294, 15960983]
[141361673, 162202163, 65247730]
[188932858, 115146698, 241612689]
[239554898, 231847501, 23186257]
[224376413, 15682689, 14194433]
[10106479, 190143267, 31611117]
[205226715, 161852671, 153828978]
[82232448, 22215910, 137186544]
[172696320, 32584832, 5516567]
[245186357, 33815929, 173663102]
[58430490, 172895116, 5632786]
[20649053, 38514294, 144814434]
[121773903, 154727771, 215699634]
[74869342, 30527162, 44808041]
[226583776, 127890130, 155550477]
[239393237, 125604638, 107467616]
[166462820, 196524401, 128463676]
[119048721, 211230462, 224092800]
[208230092, 214761888, 43283320]
[90480851, 90748674, 75272811]
[245186357, 104175749, 161846456]
[154551859, 132819502, 55612164]
[139255779, 117323211, 86191772]
[59717361, 134711651, 229653947]
[24231581, 15527440, 40703717]
[204923669, 241002532, 207479341]
[181938804, 163199325, 7112223]
[92642016, 202561875, 231622379]
[204923669, 55371512, 158920153]
[11002910, 71226924, 9491593]
[20649053, 38514294, 54647700]
[47163196, 31168336, 87938622]
[245186357, 33815929, 103613504]
[149858644, 196436553, 114644864]
[181938804, 60690532, 76340025]
[25831861, 107167498, 53126795]
[10106479, 48368057, 101287106]
[28939697, 123364048, 105642038]
[22619776, 37360844, 21766791]
[244573357, 141960840, 2774853]
[108906837, 199773189, 73022994]
[184452350, 102640177, 188451254]
[231488027, 32101784, 95034900]
[140347209, 95659942, 12181521]
[60417925, 238812475, 151843815]
[176832117, 16177437, 229759795]
[28939697, 83720688, 178786589]
[49986552, 151382489, 61990312]
[90480851, 90748674, 234148936]
[210253789, 186269903, 128671441]
[31297005, 54490622, 234779012]
[184452350, 117534910, 86206692]
[211510271, 200640855, 93455200]
[48016099, 60612335, 123822430]
[48010339, 198372177, 136798113]
[123585542, 70375513, 101699000]
[166462820, 196524401, 27973878]
[218542507, 27686776, 157199757]
[82212583, 193617759, 43856109]
[139407978, 2472696]
[167539219, 192052900, 155852712]
[139255779, 168173206, 147301373]
[242854898, 161917206, 42426557]
[87995577, 64817325, 210037134]
[76710225, 61686088, 43397778]
[76710225, 61686088, 75379133]
[205226715, 6410317, 167501455]
[205226715, 6410317, 33411996]
[169367494, 62025314, 13036604]
[85998254, 248045083, 25312165]
[211316160, 37095821, 218824995]
[211957614, 126393308, 65105595]
[211510271, 46724623, 212067180]
[117485685, 247239338, 58098803]
[218542507, 210706211, 5747075]
[71126603, 195320975, 210518304]
[20195691, 248537501, 86235271]
[189558414, 165918446, 240176469]
[166462820, 132071187, 145040923]
[80810737, 179338136, 62942680]
[112655291, 19209424, 78637201]
[80810737, 60516862, 185720481]
[108906837, 199773189, 71402764]
[74329510, 39112394, 1072059]
[76710225, 61686088, 90414728]
[169313277, 113857410, 57842616]
[204318514, 96260484, 124198569]
[20649053, 159297347, 220518017]
[245320332, 130954244, 185032074]
[121975721, 42062284, 93893883]
[76710225, 167739046, 114583317]
[239554898, 102907710, 176666416]
[150812197, 121922710, 149969927]
[84732876, 229889095, 118106594]
[139407978, 92142634, 167501510]
[189558414, 165918446]
[159080285, 42171795, 50965219]
[49431804, 246457812, 60530307]
[202934950, 176470526, 50794561]
[10737719, 216304733, 179794090]
[188932858, 115146698, 145452173]
[104652219, 82118766, 137608903]
[49431804, 239753856, 105078153]
[163813705, 243210101, 156158070]
[96343362, 100486110, 213236602]
[230911772, 149319629, 241600396]
[154551859, 47812082, 118251951]
[139255779, 117323211, 83340163]
[175547192, 36313437, 106487148]
[49431804, 246457812, 167348819]
[160482675, 174482424, 77603558]
[10106479, 70087705, 47329919]
[18782487, 99425399, 200161434]
[190568229, 125161204, 110226349]
[167355494, 148358260, 5737196]
[19078720, 176587752, 119266545]
[112655291, 19209424, 208223836]
[20195691, 76067494, 114991732]
[28939697, 123364048, 185338091]
[162649472, 196857788, 94240583]
[224589236, 181327295, 242761733]
[9953629, 27976225, 80861230]
[167539219, 192052900, 236091323]
[148907630, 26611378, 193025159]
[96017771, 5878864, 77101726]
[154023279, 229367198, 58448022]
[20621167, 160721844, 173077110]
[240973929, 83097505, 160378007]
[121690776, 115201947, 225562333]
[151970870, 105653424, 194192038]
[211316160, 178211004, 215157209]
[51132729, 24067603, 110839657]
[173377106, 227979404, 182624742]
[90480851, 54626283, 166296669]
[172696320, 32584832, 71363866]
[205972194, 86177255, 137657541]
[151970870, 105653424, 15676363]
[175547192, 36313437, 58613963]
[106335033, 130372207, 30533253]
[20975483, 21156051, 161360286]
[128396256, 156921189, 237060631]
[205972194, 92870195, 133973930]
[40401329, 76040311, 151182696]
[59624713, 201443810, 5020132]
[204923669, 76676678, 234138976]
[80765703, 141535867, 211619987]
[121975721, 42062284, 75194355]
[115917063, 113950444, 62884421]
[125297590, 105327896, 199978104]
[169744084, 194877969, 24098647]
[89417505, 172195248, 139540668]
[121975721, 107116936, 83472747]
[218542507, 210706211, 70638578]
[214018668, 83299561, 175438166]
[211804832, 138574305, 94342188]
[95299563, 176320675, 19213870]
[54986510, 243815304, 222537275]
[25001273, 6626874, 1693836]
[72760936, 3767875, 225562151]
[243437450, 104920355, 98603414]
[169492383, 134805362, 204695085]
[83228600, 172974354, 200981691]
[42779529, 94357672, 139610103]
[240507357, 88950933, 207300081]
[96017771, 5878864, 94690340]
[205226715, 161852671, 220999244]
[47163196, 31168336, 60807112]
[112655291, 19209424, 128847631]
[148907630, 143141347, 97122453]
[20649053, 38514294, 173970477]
[113599894, 61369480, 194107823]
[71126603, 195320975, 205944051]
[90480851, 84672421, 9171396]
[25353857, 25548869, 57635100]
[72760936, 139060137, 35863467]
[233481409, 223580591, 120097124]
[140347209, 25798347, 35216298]
[208230092, 214761888, 193867375]
[139255779, 10547589, 17697623]
[90480851, 90748674, 149417673]
[146418165, 238957552, 30225719]
[83435517, 31853407, 117969850]
[245186357, 104175749, 170891995]
[167539219, 200713290, 179272306]
[74869342, 30527162, 98728434]
[210170368, 82551789, 222616911]
[63174497, 133172007, 24939800]
[245186357, 179224212, 67875021]
[174915493, 112884756, 226490541]
[168481628, 26849880, 38726798]
[167539219, 192052900, 161171309]
[121690776, 115201947, 67731008]
[85998254, 223193043, 27948164]
[20649053, 38514294, 51410810]
[173377106, 79340372, 162673161]
[121975721, 107116936, 187684362]
[155906635, 180949973, 155674107]
[245186357, 33815929, 3943043]
[195122300, 8092110, 111096894]
[184029640, 241795741, 9567256]
[205226715, 133867163, 142713574]
[139407978, 13422933, 168235173]
[211510271, 40815467, 12295450]
[173377106, 79340372, 96841640]
[188932858, 200934080, 97777798]
[75857740, 82351932, 215992635]
[240973929, 83097505, 11728468]
[113599894, 57047357, 166252412]
[126015619, 3034421, 212217405]
[169313277, 46027908, 89275938]
[74329510, 124765354, 49009538]
[233481409, 223580591, 238456769]
[182613668, 214215086, 43050540]
[231488027, 32101784, 127865537]
[121975721, 42062284, 205720792]
[12733949, 207216632, 12654359]
[113588501, 150903877, 100861363]
[177119877, 208669082, 36832427]
[239393237, 4224218, 225686608]
[213112826, 25516838, 104350623]
[116640107, 175919948, 230396891]
[121773903, 150308161, 238948544]
[8685447, 234393374, 17927912]
[19175843, 157432727, 60737427]
[147518822, 153639160, 53392171]
[173377106, 79340372, 5499748]
[164878588, 245665971, 83403291]
[108346240, 182739968, 124173827]
[220463203, 184655377, 61402674]
[18782487, 180228062, 77982122]
[63945555, 167105786, 130426605]
[24231581, 231409653, 14303790]
[108304558, 205317970, 10524905]
[199976190, 56628013, 25675161]
[115917063, 113950444, 182350992]
[149835576, 242201754, 54858429]
[148907630, 54935486, 74482814]
[112000692, 176164101, 50534932]
[194815188, 22571434, 65947782]
[20975483, 210504506, 196721073]
[12733949, 207216632, 16485771]
[115917063, 218112142, 206915769]
[214617228, 115880274, 82087836]
[146418165, 238957552, 220070959]
[169367494, 62025314, 78231942]
[192049153, 16345858, 157333344]
[99046567, 100569622, 65990793]
[22619776, 178224923, 22761054]
[121773903, 154727771, 217329572]
[176878569, 103162700, 241926563]
[10971906, 85868500, 230407634]
[74869342, 30527162, 220755953]
[64151556, 161405250, 46616119]
[88331270, 225549642, 232802808]
[80017818, 241088100, 236523785]
[82205394, 222031531, 160041579]
[192049153, 243314197, 236994653]
[97733179, 60584128, 66335584]
[13886713, 84410896, 240084283]
[108304558, 205317970, 83731586]
[19589958, 56927136, 72548603]
[28939697, 155234741, 173519733]
[163042645, 87527887, 148128611]
[25353857, 25548869, 12019275]
[173377106, 137770236, 47560964]
[148907630, 46740253, 81010026]
[88797558, 237884803, 38678352]
[9953629, 20319404, 10979674]
[84520636, 237778570, 196168764]
[121690776, 99657203, 59436915]
[25001273, 207839760, 6365010]
[233365345, 69179940, 12485674]
[88279509, 5668991, 25794088]
[220463203, 215679129, 165795427]
[65902455, 211625757, 180990553]
[154023279, 229367198, 230976030]
[104573498, 192955018, 248908117]
[176878569, 107188144, 57098315]
[113075252, 2913513, 148257837]
[84732876, 241789311, 246663332]
[212693721, 105778852, 215022620]
[85998254, 248045083, 23181581]
[35552242, 162669051, 22217094]
[83222023, 31285400, 205745465]
[199976190, 8845771, 43351176]
[202536968, 98935436, 203276203]
[115889120, 72882766, 229414846]
[216146863, 154355536, 247274865]
[244685538, 202320834, 18117250]
[218922006, 56951424, 40979271]
[85279524, 125745037, 215982898]
[25001273, 207839760, 167416073]
[140347209, 95659942, 123313652]
[99697683, 45418046, 33187799]
[85998254, 248045083, 211161851]
[49431804, 239753856, 240462548]
[164878588, 71104523, 98024612]
[126015619, 3034421, 7944536]
[149858644, 196436553, 82718731]
[9953629, 20319404, 119777588]
[21720706, 145548288, 227339087]
[19161165, 79144175, 167165628]
[174915493, 246844864, 162468391]
[83222023, 31285400, 141931448]
[43279741, 236671125, 213367426]
[169492383, 134805362, 104463455]
[48016099, 12649474, 228934017]
[172696320, 32584832, 220235183]
[23310579, 202611236, 115406068]
[35552242, 238388034, 80405775]
[123585542, 226332800, 231392089]
[22619776, 37360844, 82301377]
[117155021, 75604729, 248376971]
[226962391, 159214288, 178842535]
[90480851, 82849463, 92684410]
[213579804, 244349371, 47580151]
[133122770, 110032371, 27455513]
[20975483, 230656521, 138316140]
[174915493, 151627699, 106916648]
[242767556, 223313203, 173692962]
[243437450, 43358678, 118231418]
[86090961, 198884680, 54118856]
[169717436, 196396330, 192705456]
[174915493, 151627699, 224065373]
[84732876, 16710477, 161430171]
[145423894, 69234537, 128632445]
[239393237, 125604638, 61404083]
[125297590, 105327896, 226566196]
[32676012, 43798277, 32284419]
[123465332, 65575915, 12715842]
[118348159, 41843502, 140178002]
[164878588, 180251660, 91094660]
[59461186, 189110064, 31570655]
[181938804, 163199325, 33540865]
[146595498, 201312670, 243784883]
[88331270, 168225445, 225486002]
[92409577, 127201543, 182608397]
[54792871, 223562163, 178724447]
[147518822, 122122603, 180735643]
[181938804, 60690532, 3234793]
[205407009, 243689949, 194850606]
[245186357, 51214878, 85245345]
[167760064, 204843996, 95512637]
[74256662, 133612070, 30474059]
[104573498, 139736287, 239214711]
[169744084, 68986932, 113118062]
[220463203, 215679129, 80186774]
[245186357, 33815929, 108123936]
[12733949, 207216632, 89249706]
[243437450, 43358678, 148659420]
[10971906, 167142189, 19053199]
[13109669, 214844984, 195175909]
[88331270, 225549642, 159752045]
[22619776, 75911925, 68777807]
[63945555, 43536129, 233567826]
[240322167, 86612572, 117604708]
[13109669, 183281256, 72466759]
[211510271, 40815467, 61774155]
[169367494, 62025314, 17623635]
[121773903, 150308161, 24532338]
[150812197, 207907728, 235158136]
[82205394, 64233566, 94672767]
[76562561, 138713893, 216947843]
[9953629, 20319404, 239906282]
[13886713, 84410896, 181230399]
[60417925, 96970598, 131008585]
[173651877, 69134606, 229847385]
[173651877, 238763074, 108914390]
[117485685, 174210268, 125601198]
[152760441, 85947700, 130312112]
[239679406, 25346579, 18587290]
[246969109, 190382624, 144620607]
[20195691, 248537501, 195929173]
[22619776, 25028571, 123701493]
[174915493, 10216631, 201309610]
[63945555, 123653059, 147481113]
[211804832, 138574305, 56455960]
[83435517, 87688558, 44060647]
[240322167, 180066429, 186008341]
[162374829, 125704402, 10844027]
[169367494, 206781613, 33983010]
[82232448, 22215910, 166429214]
[169313277, 37558859, 186907533]
[195122300, 132357371, 231693937]
[173932799, 243777372, 43024802]
[21720706, 84229291, 238987253]
[218922006, 139790624, 47207530]
[116313481, 65756171, 154826000]
[233262282, 231812234, 70075742]
[123585542, 150509471, 194857191]
[149022243, 19153549, 179985210]
[72760936, 3767875, 33619245]
[236794042, 165328491, 166919791]
[181938804, 60690532, 208005699]
[32676012, 181814671, 159786182]
[245186357, 53095622, 223629894]
[202536968, 98935436, 177735853]
[115889120, 99949980, 45607074]
[19589958, 56927136, 110355028]
[182613668, 241030659, 8645350]
[230911772, 236055048, 59841582]
[115917063, 103808976, 164215512]
[13886713, 84410896, 170440011]
[32676012, 181814671, 83136017]
[163042645, 131275937, 42505742]
[176878569, 125470079, 108529963]
[173651877, 210339074, 129188477]
[111584673, 59739155, 38472718]
[177119877, 214819640, 128621318]
[192049153, 16345858, 243732716]
[240973929, 83532539, 32527346]
[245186357, 179224212, 177971497]
[72760936, 12731821, 222657192]
[212693721, 210342764, 152920125]
[89417505, 243171962, 43737765]
[10971906, 106455583, 227980092]
[48376133, 238699841, 45185333]
[22619776, 109555255, 199440713]
[181938804, 163199325, 123452341]
[10737719, 216304733, 125512898]
[24846365, 15826856, 161286231]
[139255779, 148161601, 193845292]
[20649053, 159297347, 74642976]
[211804832, 103588449, 187930436]
[112000692, 137625108, 152026346]
[104573498, 192955018, 133710613]
[196525588, 123491644, 63790639]
[122022488, 195333470, 134406233]
[226962391, 114645840, 2251938]
[96343362, 228324357, 189330347]
[160482675, 152741116, 87144591]
[13109669, 214844984, 183030364]
[58430490, 28910503, 198642635]
[192049153, 182605989, 208996845]
[205340485, 82942229, 42405734]
[25001273, 207839760, 96717700]
[181938804, 60690532, 49774268]
[194815188, 22571434, 112058023]
[24231581, 212029642, 101319112]
[23593792, 95119995, 144724001]
[84732876, 229889095, 57651566]
[84732876, 229889095, 217748667]
[108304558, 21000924, 73031195]
[148907630, 162242982, 4035282]
[177119877, 83093104, 157073940]
[28939697, 83720688, 206122823]
[146418165, 99355176, 116723594]
[59461186, 177985189, 35632046]
[22619776, 37360844, 94210235]
[63945555, 45044359, 110413165]
[239196886, 125080126, 180621977]
[22619776, 15424767, 239664794]
[96343362, 35688949, 120403719]
[150812197, 207907728, 45493282]
[83228600, 3760306, 191373456]
[19589958, 56927136, 167229961]
[177119877, 208669082, 88419402]
[71126603, 195320975, 97740814]
[211316160, 37095821, 159817629]
[88797558, 237884803, 95513456]
[106213047, 178262686, 232522735]
[47818127, 79352044, 183395106]
[13109669, 214844984, 228177272]
[88331270, 147368379, 41281097]
[108304558, 141444190, 208559232]
[20975483, 230656521, 145023674]
[32676012, 195138918, 178653906]
[111584673, 59739155, 89808464]
[136301248, 173237109, 136774588]
[185021265, 120449815, 33146577]
[16408393, 191831767, 178753071]
[188932858, 122049085, 209890975]
[20649053, 159297347, 131967670]
[136301248, 129895494, 6317435]
[152760441, 85947700, 242403727]
[151970870, 105653424, 233966811]
[220463203, 184655377, 234871243]
[108304558, 148789816, 85504278]
[77215159, 82659043, 46865100]
[214018668, 83299561, 183713552]
[117422950, 182157230, 127101464]
[185689250, 229926954, 157537070]
[20975483, 40976009, 65714292]
[31297005, 54490622, 172983530]
[184029640, 77281074, 198268185]
[188932858, 122049085, 88071880]
[181296040, 94487627, 6585055]
[139669204, 59857076, 203176635]
[106261171, 126184161, 3990131]
[32676012, 43798277, 151247614]
[88331270, 202267763, 186361529]
[139407978, 30753859, 195428361]
[60417925, 159601639, 113265839]
[20975483, 210504506, 237332865]
[16205631, 11382290, 21291978]
[44567748, 170653476, 205590388]
[97733179, 60584128, 75130471]
[176878569, 107188144, 139945728]
[202536968, 196923317, 193606388]
[13886713, 25432361, 119238540]
[187793648, 164851756, 41130429]
[20975483, 40976009, 116694128]
[70080086, 16951683, 131322164]
[19078720, 176587752, 111680255]
[228705482, 141241734, 72973419]
[169717436, 96660292, 58452162]
[67798642, 110533589, 126722999]
[84732876, 241789311, 75009246]
[187793648, 164851756, 145752835]
[147518822, 122122603, 139867447]
[164878588, 229867315, 166291559]
[243714234, 32362445, 88853331]
[239554898, 105465088, 125977636]
[10106479, 54187530, 75075454]
[241718137, 240234294, 110201244]
[87995577, 64817325, 142967832]
[51132729, 24067603, 71597648]
[16408393, 153037207, 171574927]
[94970487, 8847874, 92398314]
[123288860, 93305486, 184549664]
[199976190, 80403497, 62774750]
[211510271, 46724623, 192930472]
[174915493, 246844864, 73553668]
[233262282, 87811742, 202006393]
[240322167, 86612572, 64699076]
[226962391, 31054327, 203495715]
[83435517, 160810926, 179495960]
[117485685, 174210268, 202632600]
[20975483, 21156051, 135702561]
[181938804, 42064276, 19038464]
[20195691, 248537501, 190763261]
[124619536, 130322199, 109093245]
[162649472, 232152585, 10217004]
[48016099, 60612335, 2217721]
[102042198, 246277992, 134192095]
[59461186, 189110064, 3408823]
[106335033, 136435540, 183634587]
[224589236, 188349347, 138604477]
[155506535, 10099291, 138238167]
[133082889, 140333780, 247742839]
[187793648, 164851756, 70407856]
[19822928, 44523569, 203249852]
[13886713, 25432361, 2786859]
[233365345, 69179940, 21038035]
[131161949, 182719904, 2005246]
[9953629, 20319404, 24804670]
[173377106, 227979404, 200810586]
[151076444, 138684335, 43016104]
[42239749, 105866649, 145566431]
[239196886, 125080126, 85955138]
[243437450, 183223320, 106088173]
[11002910, 71226924, 235468278]
[239196886, 125080126, 176032521]
[60417925, 190170276, 95151468]
[164878588, 229867315, 18985368]
[18782487, 99425399, 158408151]
[20195691, 248537501, 179640856]
[20621167, 224126767, 65238341]
[48016099, 12649474, 85854525]
[133122770, 209931687, 246736827]
[47163196, 31168336, 113312930]
[183179259, 221400958, 13660150]
[60417925, 238812475, 212307483]
[234718713, 240378660, 90348032]
[218922006, 196129795, 231219332]
[222119453, 85409032, 82869299]
[202536968, 98935436, 182244045]
[212693721, 105778852, 18537413]
[71126603, 195320975, 208946950]
[182135464, 23511708, 248872086]
[241718137, 240234294, 209845164]
[28779114, 129128005, 90017851]
[18782487, 203178984, 242969855]
[222119453, 30017179, 82004101]
[18782487, 180228062, 32306155]
[169744084, 52786665, 154800164]
[92409577, 36859405, 230885280]
[149858644, 18923072, 177318156]
[174915493, 120643602, 47576843]
[185689250, 130812845, 120689371]
[177119877, 208669082, 164121493]
[24231581, 15527440, 143956946]
[161888310, 59938753, 183587593]
[233481409, 68748846, 88983286]
[199976190, 56628013, 175571629]
[152760441, 85947700, 92184091]
[155770077, 125273507, 74275194]
[167030917, 87573310, 221371720]
[25001273, 6626874, 19585353]
[218922006, 56951424, 141743022]
[133122770, 43283876, 125854053]
