[139546810, 239589720, 133551693]
[23352730, 169676757, 233432536]
[139546810, 239589720, 133551693, 43211933]
[23352730, 79325002, 248242818, 1068134]
[23352730, 169676757, 57155995]
[23352730, 119400816, 82868583]
[23352730, 119400816, 171686931]
[139546810, 239589720, 133551693, 204322053]
[92371730, 165264122, 73616657, 219554699]
[23352730, 119400816, 86172609, 188509536]
[23352730, 166909107, 28473185, 200749312]
[23352730, 119400816, 7934354]
[23352730, 176157657, 145969510, 70283739]
[23352730, 169676757, 42461526]
[23352730, 176157657, 216875012, 12206623]
[23352730, 176157657, 145969510, 97424085]
[23352730, 119400816, 86172609, 207866417]
[139546810, 239589720, 133551693, 94014749]
[23352730, 176157657, 216875012, 117045514]
[23352730, 176157657, 216875012, 239975605]
[23352730, 176157657, 216875012, 49464728]
[23352730, 119400816, 86172609, 194007840]
[23352730, 169676757, 106817251]
[23352730, 119400816, 38006295]
[23352730, 119400816, 149181090]
[23352730, 119400816, 72786204]
[139546810, 239589720, 133551693, 211350222]
[23352730, 79325002, 248242818, 128678394]
[92371730, 165264122, 166760576, 27549489]
[23352730, 79325002, 248242818, 145944328]
[23352730, 176157657, 216875012, 88097539]
[139546810, 239589720, 133551693, 155218210]
[92371730, 165264122, 166760576, 86873460]
[92371730, 165264122, 166760576, 163824549]
[23352730, 166909107, 28473185, 97558158]
[23352730, 176157657, 216875012, 155823961]
[23352730, 119400816, 126268483]
[23352730, 79325002, 248242818, 83486031]
[23352730, 119400816, 86172609, 102405642]
[23352730, 79325002, 248242818, 151385457]
[23352730, 119400816, 137917152]
[23352730, 176157657, 216875012, 200948721]
[23352730, 119400816, 86172609, 158934095]
[23352730, 166909107, 28473185, 234680224]
[23352730, 169676757, 190413658]
[23352730, 176157657, 145969510, 125555615]
[23352730, 169676757, 84207259]
[23352730, 119400816, 86172609, 163185630]
[92371730, 165264122, 73616657, 112312894]
[23352730, 176157657, 145969510, 42781002]
[92371730, 165264122, 166760576, 145037427]
[23352730, 119400816, 86172609, 241576992]
[23352730, 119400816, 188247689]
[23352730, 79325002, 248242818, 81679561]
[23352730, 119400816, 86172609, 117273148]
[23352730, 119400816, 140205039]
[92371730, 165264122, 73616657, 111573944]
[23352730, 166909107, 28473185, 43310109]
[92371730, 165264122, 73616657, 111384932]
[92371730, 165264122, 73616657, 3991520]
[23352730, 166909107, 28473185, 116155873]
[23352730, 79325002, 248242818, 30653641]
[92371730, 165264122, 166760576, 174901767]
[23352730, 79325002, 248242818, 156936298]
[23352730, 166909107, 28473185, 3224381]
[23352730, 176157657, 145969510, 19369353]
[23352730, 79325002, 248242818, 148563507]
[23352730, 176157657, 145969510, 65603060]
[23352730, 79325002, 248242818, 120628850]
[23352730, 176157657, 216875012, 120163573]
[139546810, 239589720, 133551693, 94766558]
[92371730, 165264122, 166760576, 133170445]
[23352730, 79325002, 248242818, 225547641]
[139546810, 239589720, 133551693, 37158941]
[23352730, 176157657, 216875012, 236740557]
[23352730, 79325002, 248242818, 192555024]
[23352730, 166909107, 28473185, 174397078]
[23352730, 119400816, 86172609, 23028262]
[139546810, 239589720, 133551693, 99712676]
[23352730, 79325002, 248242818, 149381081]
[23352730, 119400816, 201908853]
[23352730, 176157657, 145969510, 131004417]
[23352730, 169676757, 81616249]
[23352730, 169676757, 133118242]
[23352730, 176157657, 216875012, 177062983]
[92371730, 165264122, 73616657, 60888829]
[23352730, 176157657, 145969510, 150156215]
[23352730, 119400816, 86172609, 151820034]
[23352730, 119400816, 86172609, 135983054]
[92371730, 165264122, 73616657, 149510300]
[23352730, 119400816, 86172609, 56527019]
[139546810, 239589720, 133551693, 171482205]
[23352730, 166909107, 28473185, 101137234]
[23352730, 176157657, 145969510, 22009846]
[23352730, 79325002, 248242818, 230691427]
[23352730, 119400816, 86172609, 152056951]
[23352730, 166909107, 28473185, 134793624]
[92371730, 165264122, 73616657, 27923431]
[23352730, 176157657, 216875012, 142826852]
[23352730, 79325002, 248242818, 144136290]
[23352730, 166909107, 28473185, 106043246]
[92371730, 165264122, 73616657, 7701916]
[23352730, 119400816, 173569477]
[23352730, 176157657, 145969510, 225326635]
[139546810, 239589720, 133551693, 69421999]
[23352730, 169676757, 58573755]
[23352730, 166909107, 28473185, 174704715]
[92371730, 165264122, 166760576, 227820298]
[92371730, 165264122, 166760576, 66424623]
[23352730, 166909107, 28473185, 126854707]
[23352730, 119400816, 52785930]
[23352730, 169676757, 2615695]
[23352730, 176157657, 145969510, 103036728]
[23352730, 79325002, 248242818, 11672718]
[23352730, 166909107, 28473185, 132208013]
[23352730, 79325002, 248242818, 211330287]
[92371730, 165264122, 73616657, 119079651]
[139546810, 239589720, 133551693, 77991365]
[23352730, 176157657, 216875012, 86988574]
[92371730, 165264122, 166760576, 147043826]
[23352730, 79325002, 248242818, 67367071]
[23352730, 79325002, 248242818, 246155861]
[23352730, 166909107, 28473185, 28277350]
[23352730, 169676757, 197488057]
[23352730, 119400816, 171762338]
[23352730, 169676757, 141855142]
[23352730, 119400816, 38922689]
[139546810, 239589720, 133551693, 168512792]
[23352730, 176157657, 216875012, 84264360]
[23352730, 176157657, 145969510, 45484663]
[23352730, 166909107, 28473185, 151249922]
[23352730, 169676757, 96133389]
[92371730, 165264122, 166760576, 162420663]
[23352730, 119400816, 113750932]
[23352730, 119400816, 86172609, 86024308]
[23352730, 119400816, 86172609, 41774459]
[23352730, 176157657, 216875012, 178234361]
[23352730, 119400816, 99751851]
[92371730, 165264122, 166760576, 152691016]
[23352730, 79325002, 248242818, 11905604]
[23352730, 119400816, 102356094]
[139546810, 239589720, 133551693, 152475343]
[23352730, 176157657, 145969510, 210820677]
[23352730, 166909107, 28473185, 239699042]
[23352730, 119400816, 105698066]
[23352730, 119400816, 9631533]
[23352730, 176157657, 216875012, 123667392]
[23352730, 176157657, 145969510, 190305621]
[23352730, 119400816, 86172609, 187424939]
[23352730, 79325002, 248242818, 175284832]
[23352730, 176157657, 145969510, 163103283]
[139546810, 239589720, 133551693, 100655025]
[92371730, 165264122, 73616657, 18527537]
[92371730, 165264122, 166760576, 36171603]
[92371730, 165264122, 73616657, 29288276]
[23352730, 166909107, 28473185, 44530104]
[23352730, 166909107, 28473185, 123682017]
[23352730, 119400816, 178595052]
[23352730, 166909107, 28473185, 40564117]
[23352730, 79325002, 248242818, 111087182]
[23352730, 119400816, 86172609, 219179965]
[23352730, 119400816, 142734176]
[23352730, 176157657, 145969510, 165952655]
[23352730, 79325002, 248242818, 71842764]
[92371730, 165264122, 166760576, 73153856]
[23352730, 169676757, 228967570]
[23352730, 176157657, 216875012, 15096179]
[23352730, 176157657, 145969510, 106792972]
[23352730, 169676757, 233742119]
[23352730, 119400816, 229496186]
[23352730, 166909107, 28473185, 168678469]
[23352730, 166909107, 28473185, 139540027]
[92371730, 165264122, 73616657, 214052500]
[23352730, 119400816, 39387494]
[23352730, 169676757, 12746992]
[23352730, 119400816, 86172609, 188866885]
[23352730, 79325002, 248242818, 77664504]
[23352730, 119400816, 48460034]
[139546810, 239589720, 133551693, 36207567]
[23352730, 169676757, 10647713]
[139546810, 239589720, 133551693, 205331422]
[23352730, 169676757, 233990766]
[23352730, 176157657, 216875012, 128104072]
[23352730, 119400816, 86172609, 89054463]
[23352730, 119400816, 86172609, 196893021]
[23352730, 119400816, 193909351]
[92371730, 165264122, 73616657, 155734573]
[92371730, 165264122, 73616657, 74103757]
[92371730, 165264122, 166760576, 136124795]
[23352730, 79325002, 248242818, 130642298]
[23352730, 119400816, 133871864]
[23352730, 166909107, 28473185, 89916120]
[23352730, 176157657, 145969510, 58634978]
[23352730, 79325002, 248242818, 67567932]
[23352730, 79325002, 248242818, 176471329]
[23352730, 166909107, 28473185, 35889283]
[139546810, 239589720, 133551693, 814959]
[92371730, 165264122, 166760576, 57313822]
[23352730, 176157657, 145969510, 106052194]
[23352730, 166909107, 28473185, 116798545]
[23352730, 176157657, 216875012, 5141103]
[92371730, 165264122, 166760576, 12575041]
[139546810, 239589720, 133551693, 135241124]
[92371730, 165264122, 73616657, 123624250]
[139546810, 239589720, 133551693, 120617870]
[23352730, 169676757, 73413515]
[23352730, 119400816, 49238096]
[139546810, 239589720, 133551693, 146662958]
[23352730, 176157657, 145969510, 98704115]
[92371730, 165264122, 166760576, 80571139]
[23352730, 176157657, 145969510, 188383303]
[23352730, 119400816, 223100410]
[23352730, 176157657, 145969510, 26556524]
[23352730, 166909107, 28473185, 212057192]
[139546810, 239589720, 133551693, 78899403]
[139546810, 239589720, 133551693, 179310617]
[92371730, 165264122, 73616657, 160905139]
[23352730, 79325002, 248242818, 104878098]
[23352730, 176157657, 216875012, 153231891]
[139546810, 239589720, 133551693, 122824198]
[23352730, 79325002, 248242818, 6792855]
[92371730, 165264122, 73616657, 159585616]
[23352730, 176157657, 216875012, 105876609]
[92371730, 165264122, 73616657, 120396342]
[23352730, 166909107, 28473185, 183912247]
[23352730, 176157657, 216875012, 108115575]
[139546810, 239589720, 133551693, 153988579]
[23352730, 119400816, 221864098]
[139546810, 239589720, 133551693, 11200184]
[92371730, 165264122, 166760576, 141763354]
[23352730, 79325002, 248242818, 192384182]
[23352730, 176157657, 216875012, 133291472]
[23352730, 79325002, 248242818, 104535969]
[23352730, 169676757, 208595529]
[23352730, 166909107, 28473185, 21252583]
[23352730, 119400816, 86172609, 42448044]
[23352730, 176157657, 145969510, 143284458]
[23352730, 119400816, 240599844]
[92371730, 165264122, 73616657, 23666384]
[23352730, 119400816, 49534320]
[92371730, 165264122, 73616657, 213895276]
[139546810, 239589720, 133551693, 101234425]
[23352730, 176157657, 145969510, 163816007]
[139546810, 239589720, 133551693, 130372059]
[23352730, 119400816, 86172609, 2240137]
[92371730, 165264122, 73616657, 91886693]
[92371730, 165264122, 166760576, 198926886]
[23352730, 176157657, 145969510, 206114380]
[23352730, 119400816, 86172609, 101350899]
[23352730, 166909107, 28473185, 170440858]
[92371730, 165264122, 73616657, 142042264]
[23352730, 79325002, 248242818, 211764158]
[23352730, 176157657, 216875012, 10561052]
[23352730, 79325002, 248242818, 245656267]
[92371730, 165264122, 166760576, 112332029]
[92371730, 165264122, 73616657, 195865801]
[139546810, 239589720, 133551693, 245861687]
[92371730, 165264122, 73616657, 45679025]
[23352730, 119400816, 207433859]
[23352730, 176157657, 145969510, 241855052]
[23352730, 166909107, 28473185, 181541272]
[23352730, 166909107, 28473185, 11913665]
[23352730, 169676757, 143052780]
[23352730, 169676757, 149969254]
[23352730, 119400816, 86172609, 84124301]
[23352730, 119400816, 86172609, 3499855]
[23352730, 176157657, 216875012, 213898522]
[92371730, 165264122, 166760576, 140257413]
[23352730, 169676757, 120278426]
[23352730, 166909107, 28473185, 14883145]
[139546810, 239589720, 133551693, 65162954]
[23352730, 119400816, 86172609, 240965125]
[23352730, 119400816, 107406837]
[23352730, 119400816, 196804261]
[23352730, 169676757, 118697534]
[23352730, 176157657, 145969510, 149371966]
[23352730, 169676757, 125166593]
[139546810, 239589720, 133551693, 94983374]
[23352730, 119400816, 98852405]
[139546810, 239589720, 133551693, 170014974]
[23352730, 119400816, 86172609, 207320644]
[139546810, 239589720, 133551693, 64339333]
[139546810, 239589720, 133551693, 7238901]
[23352730, 166909107, 28473185, 247028137]
[23352730, 169676757, 5018972]
[23352730, 119400816, 157762179]
[23352730, 176157657, 145969510, 158182527]
[139546810, 239589720, 133551693, 75563885]
[23352730, 176157657, 145969510, 186831506]
[23352730, 176157657, 145969510, 236365125]
[23352730, 119400816, 122351866]
[92371730, 165264122, 166760576, 66028280]
[92371730, 165264122, 73616657, 43975375]
[23352730, 176157657, 145969510, 142846015]
[92371730, 165264122, 166760576, 209011855]
[23352730, 169676757, 4239403]
[92371730, 165264122, 73616657, 95523091]
[23352730, 176157657, 216875012, 240390192]
[23352730, 119400816, 86172609, 29064078]
[23352730, 119400816, 86172609, 108211615]
[23352730, 176157657, 216875012, 4921495]
[23352730, 176157657, 216875012, 220089641]
[23352730, 119400816, 86172609, 237941342]
[23352730, 119400816, 247908545]
[23352730, 119400816, 71465135]
[92371730, 165264122, 73616657, 68267672]
[92371730, 165264122, 166760576, 155900961]
[139546810, 239589720, 133551693, 230479118]
[23352730, 176157657, 145969510, 96922451]
[139546810, 239589720, 133551693, 21830692]
[139546810, 239589720, 133551693, 38521961]
[23352730, 79325002, 248242818, 174490116]
[23352730, 119400816, 86172609, 63004325]
[92371730, 165264122, 73616657, 136785271]
[23352730, 176157657, 145969510, 192873016]
[23352730, 176157657, 216875012, 31986126]
[23352730, 119400816, 86172609, 41001884]
[23352730, 166909107, 28473185, 218005942]
[139546810, 239589720, 133551693, 168830281]
[23352730, 79325002, 248242818, 61873552]
[92371730, 165264122, 166760576, 158981158]
[23352730, 166909107, 28473185, 135855896]
[23352730, 169676757, 169833052]
[23352730, 176157657, 216875012, 56507418]
[92371730, 165264122, 166760576, 93455423]
[23352730, 166909107, 28473185, 68892390]
[23352730, 166909107, 28473185, 209194910]
[23352730, 119400816, 86172609, 181048752]
[92371730, 165264122, 166760576, 126008740]
[92371730, 165264122, 166760576, 10938897]
[23352730, 119400816, 125725315]
[23352730, 166909107, 28473185, 28164317]
[92371730, 165264122, 166760576, 211567141]
[23352730, 79325002, 248242818, 41197851]
[23352730, 176157657, 145969510, 5768988]
[92371730, 165264122, 166760576, 64034678]
[23352730, 169676757, 50946298]
[139546810, 239589720, 133551693, 113790583]
[23352730, 119400816, 86172609, 49457324]
[23352730, 166909107, 28473185, 19766056]
[23352730, 176157657, 145969510, 80978614]
[23352730, 119400816, 201034677]
[23352730, 119400816, 86172609, 195747046]
[23352730, 119400816, 177692861]
[23352730, 119400816, 140342685]
[92371730, 165264122, 166760576, 130431845]
[23352730, 169676757, 13166751]
[23352730, 176157657, 216875012, 183691259]
[23352730, 119400816, 86172609, 70697233]
[23352730, 169676757, 135187488]
[23352730, 176157657, 216875012, 81849636]
[92371730, 165264122, 73616657, 203759587]
[23352730, 79325002, 248242818, 75470679]
[23352730, 176157657, 216875012, 13366176]
[23352730, 176157657, 145969510, 89742914]
[23352730, 166909107, 28473185, 218008769]
[23352730, 169676757, 199575193]
[23352730, 169676757, 222839610]
[23352730, 176157657, 216875012, 152740113]
[92371730, 165264122, 166760576, 231730094]
[23352730, 79325002, 248242818, 174109047]
[23352730, 169676757, 205038266]
[23352730, 79325002, 248242818, 217304254]
[23352730, 176157657, 216875012, 58045996]
[92371730, 165264122, 73616657, 31891099]
[23352730, 79325002, 248242818, 174608905]
[23352730, 166909107, 28473185, 50741411]
[23352730, 119400816, 86172609, 49678690]
[23352730, 166909107, 28473185, 25446639]
[23352730, 176157657, 216875012, 15038390]
[139546810, 239589720, 133551693, 72614511]
[23352730, 119400816, 142102695]
[23352730, 169676757, 118866291]
[23352730, 119400816, 171434295]
[139546810, 239589720, 133551693, 7050408]
[23352730, 169676757, 85548697]
[23352730, 176157657, 216875012, 91841919]
[23352730, 119400816, 116024074]
[23352730, 176157657, 145969510, 186493980]
[92371730, 165264122, 166760576, 158146637]
[23352730, 79325002, 248242818, 122808869]
[92371730, 165264122, 166760576, 148788434]
[23352730, 119400816, 86172609, 17598021]
[139546810, 239589720, 133551693, 29936509]
[23352730, 176157657, 216875012, 129026467]
[23352730, 166909107, 28473185, 4569966]
[23352730, 79325002, 248242818, 152335356]
[23352730, 79325002, 248242818, 201314221]
[23352730, 166909107, 28473185, 59653582]
[23352730, 166909107, 28473185, 157957997]
[92371730, 165264122, 73616657, 194731741]
[23352730, 166909107, 28473185, 197564634]
[92371730, 165264122, 73616657, 88270245]
[23352730, 119400816, 116206998]
[23352730, 169676757, 147205640]
[139546810, 239589720, 133551693, 14341716]
[92371730, 165264122, 166760576, 126948686]
[92371730, 165264122, 166760576, 105049550]
[139546810, 239589720, 133551693, 211295071]
[23352730, 176157657, 216875012, 227647288]
[23352730, 176157657, 216875012, 168766948]
[92371730, 165264122, 73616657, 101110421]
[23352730, 169676757, 118865397]
[23352730, 169676757, 205599385]
[139546810, 239589720, 133551693, 218059552]
[23352730, 166909107, 28473185, 192033395]
[23352730, 169676757, 71222187]
[92371730, 165264122, 166760576, 166536072]
[23352730, 166909107, 28473185, 147350305]
[23352730, 119400816, 157007505]
[139546810, 239589720, 133551693, 49295877]
[23352730, 79325002, 248242818, 151422885]
[92371730, 165264122, 73616657, 214681988]
[23352730, 176157657, 216875012, 11500175]
[23352730, 119400816, 86172609, 205496813]
[23352730, 119400816, 86172609, 23663090]
[23352730, 176157657, 216875012, 108093765]
[23352730, 176157657, 216875012, 187574083]
[92371730, 165264122, 73616657, 4671429]
[23352730, 119400816, 99459542]
[23352730, 119400816, 38288645]
[23352730, 176157657, 216875012, 53927322]
[23352730, 169676757, 153072211]
[23352730, 176157657, 216875012, 191159013]
[23352730, 119400816, 69844361]
[23352730, 119400816, 22641917]
[92371730, 165264122, 166760576, 148416921]
[23352730, 119400816, 86172609, 113195262]
[23352730, 119400816, 86172609, 72464975]
[92371730, 165264122, 166760576, 108540317]
[23352730, 176157657, 216875012, 9181610]
[23352730, 169676757, 54058528]
[23352730, 166909107, 28473185, 130764754]
[23352730, 176157657, 216875012, 243838119]
[23352730, 176157657, 216875012, 34066866]
[23352730, 119400816, 96015941]
[23352730, 176157657, 216875012, 19331145]
[23352730, 119400816, 8789426]
[23352730, 176157657, 145969510, 59492766]
[23352730, 176157657, 216875012, 151510072]
[23352730, 79325002, 248242818, 229606946]
[23352730, 119400816, 86172609, 236562706]
[139546810, 239589720, 133551693, 193511482]
[92371730, 165264122, 166760576, 229786286]
[23352730, 119400816, 111885082]
[23352730, 176157657, 145969510, 207683064]
[139546810, 239589720, 133551693, 139881962]
[23352730, 169676757, 237700185]
[23352730, 79325002, 248242818, 218879334]
[23352730, 176157657, 216875012, 191515393]
[23352730, 166909107, 28473185, 160583090]
[92371730, 165264122, 73616657, 12025848]
[23352730, 119400816, 86172609, 118507048]
[23352730, 169676757, 38815387]
[23352730, 176157657, 145969510, 51268634]
[23352730, 119400816, 86172609, 98107975]
[23352730, 119400816, 57287195]
[23352730, 169676757, 241996336]
[23352730, 176157657, 216875012, 196406588]
[92371730, 165264122, 73616657, 3171166]
[92371730, 165264122, 73616657, 39855010]
[23352730, 166909107, 28473185, 193989562]
[23352730, 119400816, 86172609, 28258201]
[23352730, 176157657, 145969510, 130126558]
[23352730, 176157657, 145969510, 92628713]
[23352730, 176157657, 216875012, 244445735]
[23352730, 119400816, 37778394]
[92371730, 165264122, 166760576, 103834558]
[92371730, 165264122, 73616657, 119142398]
[92371730, 165264122, 73616657, 156763159]
[23352730, 166909107, 28473185, 230045387]
[23352730, 119400816, 86172609, 156578304]
[23352730, 119400816, 86172609, 176387785]
[139546810, 239589720, 133551693, 28319843]
[23352730, 119400816, 86172609, 178602872]
[23352730, 119400816, 49160304]
[92371730, 165264122, 73616657, 32706538]
[23352730, 79325002, 248242818, 54806765]
[23352730, 166909107, 28473185, 104076734]
[23352730, 79325002, 248242818, 244197231]
[23352730, 119400816, 86172609, 189795961]
[139546810, 239589720, 133551693, 56841243]
[23352730, 119400816, 173466458]
[23352730, 176157657, 216875012, 40342414]
[23352730, 119400816, 64533830]
[23352730, 169676757, 5200298]
[23352730, 119400816, 86172609, 85162908]
[23352730, 169676757, 182879185]
[23352730, 176157657, 216875012, 126245354]
[23352730, 119400816, 86172609, 48740254]
[23352730, 166909107, 28473185, 57075641]
[23352730, 176157657, 145969510, 86067992]
[23352730, 176157657, 145969510, 41670666]
[23352730, 119400816, 86172609, 68596982]
[139546810, 239589720, 133551693, 51234736]
[92371730, 165264122, 73616657, 28351678]
[23352730, 119400816, 157795402]
[23352730, 176157657, 145969510, 53446037]
[92371730, 165264122, 166760576, 163820306]
[23352730, 169676757, 88603826]
[23352730, 166909107, 28473185, 167091049]
[23352730, 176157657, 216875012, 19622485]
[23352730, 79325002, 248242818, 49409685]
[139546810, 239589720, 133551693, 4563536]
[23352730, 79325002, 248242818, 217675481]
[23352730, 176157657, 145969510, 25100867]
[92371730, 165264122, 166760576, 215929071]
[23352730, 119400816, 86172609, 96278683]
[23352730, 169676757, 162530747]
[92371730, 165264122, 166760576, 26784459]
[23352730, 119400816, 86172609, 74005986]
[23352730, 176157657, 145969510, 18025799]
[23352730, 166909107, 28473185, 129391384]
[92371730, 165264122, 166760576, 116877500]
[23352730, 119400816, 210267081]
[92371730, 165264122, 166760576, 141382486]
[23352730, 119400816, 86172609, 55742317]
[23352730, 176157657, 216875012, 214845357]
[23352730, 119400816, 86172609, 239867696]
[23352730, 176157657, 145969510, 110925983]
[23352730, 79325002, 248242818, 239211848]
[23352730, 176157657, 145969510, 118948632]
[23352730, 169676757, 37203338]
[23352730, 169676757, 10811310]
[23352730, 119400816, 93653352]
[23352730, 119400816, 86172609, 96693666]
[23352730, 166909107, 28473185, 204260826]
[92371730, 165264122, 73616657, 76502903]
[92371730, 165264122, 73616657, 85115350]
[23352730, 169676757, 174854496]
[23352730, 176157657, 216875012, 167892808]
[23352730, 79325002, 248242818, 61867664]
[92371730, 165264122, 166760576, 230466004]
[23352730, 119400816, 86172609, 96704578]
[23352730, 176157657, 145969510, 217903098]
[23352730, 119400816, 86172609, 133248183]
[23352730, 166909107, 28473185, 76309495]
[23352730, 176157657, 216875012, 199845605]
[23352730, 166909107, 28473185, 230397350]
[92371730, 165264122, 166760576, 96540357]
[23352730, 79325002, 248242818, 39773122]
[92371730, 165264122, 166760576, 80454648]
[23352730, 79325002, 248242818, 51933960]
[92371730, 165264122, 166760576, 31665556]
[23352730, 176157657, 216875012, 2614661]
[139546810, 239589720, 133551693, 30782183]
[92371730, 165264122, 166760576, 93250330]
[139546810, 239589720, 133551693, 148562911]
[23352730, 79325002, 248242818, 237118106]
[23352730, 79325002, 248242818, 138495948]
[23352730, 176157657, 145969510, 22892504]
[23352730, 176157657, 145969510, 151918814]
[92371730, 165264122, 73616657, 138536221]
[92371730, 165264122, 166760576, 130651298]
[92371730, 165264122, 73616657, 83011728]
[92371730, 165264122, 73616657, 247507841]
[23352730, 166909107, 28473185, 34810141]
[23352730, 119400816, 246194535]
[23352730, 79325002, 248242818, 211276813]
[92371730, 165264122, 73616657, 19603083]
[23352730, 176157657, 145969510, 227301921]
[92371730, 165264122, 166760576, 199204406]
[23352730, 79325002, 248242818, 139544586]
[23352730, 119400816, 2204730]
[23352730, 176157657, 145969510, 79349387]
[23352730, 119400816, 86172609, 45869483]
[23352730, 166909107, 28473185, 208280097]
[23352730, 176157657, 216875012, 83355044]
[23352730, 119400816, 43465537]
[92371730, 165264122, 166760576, 228086798]
[23352730, 119400816, 86172609, 210529860]
[23352730, 176157657, 145969510, 127879714]
[23352730, 79325002, 248242818, 156879121]
[23352730, 119400816, 86172609, 64418230]
[23352730, 176157657, 216875012, 199235028]
[23352730, 119400816, 115131620]
[23352730, 119400816, 95954290]
[23352730, 79325002, 248242818, 126330996]
[23352730, 119400816, 165965733]
[23352730, 119400816, 47794608]
