[206045465, 237134557, 98501963]
[206045465, 237134557, 150819137, 135387444]
[93013133, 2876449, 141855051, 88642865]
[93013133, 2876449, 141855051, 108692558]
[93013133, 2876449, 141855051, 100786395]
[93013133, 2876449, 93421251, 129521239]
[206045465, 25751687, 125958478, 177068238]
[93013133, 79078986, 20365635, 41131215]
[93013133, 79078986, 20365635, 100451955]
[206045465, 25751687, 125958478, 245649822]
[206045465, 237134557, 150819137, 52062069]
[93013133, 2876449, 93421251, 137483275]
[242523906, 87860037, 241138409, 177622360]
[242523906, 87860037, 15336728, 145034364]
[242523906, 87860037, 15336728, 68532916]
[93013133, 79078986, 20365635, 122614056]
[206045465, 237134557, 98501963, 147005868]
[93013133, 79078986, 129139719, 120413836]
[242523906, 87860037, 15336728, 56923436]
[93013133, 79078986, 27477927, 220147832]
[93013133, 2876449, 93421251, 136348816]
[242523906, 87860037, 15336728, 69263066]
[206045465, 237134557, 150819137, 153274274]
[93013133, 79078986, 129139719, 11231819]
[206045465, 237134557, 150819137, 245591706]
[206045465, 237134557, 150819137, 125881261]
[93013133, 2876449, 141855051, 229683972]
[206045465, 237134557, 150819137, 213360056]
[93013133, 79078986, 27477927, 193891984]
[206045465, 25751687, 125958478, 130634258]
[206045465, 237134557, 98501963, 55439091]
[242523906, 87860037, 15336728, 159171762]
[206045465, 237134557, 150819137, 175708671]
[206045465, 237134557, 98501963, 86332229]
[206045465, 237134557, 150819137, 117908881]
[242523906, 87860037, 241138409, 224366902]
[93013133, 2876449, 141855051, 17581125]
[93013133, 2876449, 93421251, 89104402]
[242523906, 87860037, 241138409, 186950350]
[242523906, 87860037, 15336728, 173687603]
[206045465, 25751687, 125958478, 39784983]
[93013133, 2876449, 141855051, 213028040]
[93013133, 79078986, 129139719, 72598681]
[206045465, 237134557, 98501963, 145678532]
[206045465, 25751687, 125958478, 175503076]
[242523906, 87860037, 241138409, 105417169]
[206045465, 237134557, 98501963, 136904120]
[206045465, 237134557, 98501963, 244020018]
[93013133, 79078986, 20365635, 39907180]
[206045465, 25751687, 125958478, 138792128]
[206045465, 237134557, 150819137, 214127603]
[206045465, 25751687, 125958478, 98382469]
[93013133, 2876449, 141855051, 29182650]
[93013133, 2876449, 93421251, 147692100]
[93013133, 2876449, 93421251, 30772080]
[206045465, 237134557, 98501963, 183869598]
[242523906, 87860037, 241138409, 103650958]
[93013133, 2876449, 93421251, 93613535]
[206045465, 237134557, 150819137, 99697764]
[93013133, 2876449, 93421251, 149588046]
[206045465, 25751687, 125958478, 174208909]
[93013133, 79078986, 20365635, 218681562]
[93013133, 79078986, 27477927, 154533750]
[93013133, 79078986, 129139719, 133614870]
[93013133, 79078986, 27477927, 191722379]
[206045465, 237134557, 150819137, 136013291]
[93013133, 2876449, 141855051, 169103292]
[93013133, 79078986, 129139719, 119663615]
[93013133, 79078986, 20365635, 183142026]
[93013133, 79078986, 129139719, 233595789]
[206045465, 25751687, 125958478, 55657324]
[206045465, 25751687, 125958478, 57186470]
[93013133, 79078986, 27477927, 83663897]
[206045465, 25751687, 125958478, 161483942]
[242523906, 87860037, 241138409, 106234570]
[93013133, 2876449, 141855051, 33471980]
[206045465, 237134557, 98501963, 141493730]
[93013133, 79078986, 129139719, 46690232]
[93013133, 2876449, 141855051, 185251793]
[93013133, 79078986, 129139719, 12256196]
[206045465, 237134557, 150819137, 11428951]
[93013133, 2876449, 93421251, 54626428]
[242523906, 87860037, 241138409, 74839920]
[206045465, 237134557, 150819137, 180052207]
[206045465, 25751687, 125958478, 215106775]
[242523906, 87860037, 15336728, 189470663]
[206045465, 237134557, 150819137, 245418454]
[93013133, 2876449, 141855051, 195649238]
[206045465, 25751687, 125958478, 184326009]
[242523906, 87860037, 15336728, 158990921]
[93013133, 79078986, 27477927, 154516346]
[93013133, 2876449, 141855051, 131615330]
[242523906, 87860037, 15336728, 140407952]
[206045465, 25751687, 125958478, 40272672]
[206045465, 237134557, 150819137, 138954914]
[93013133, 2876449, 93421251, 197954913]
[206045465, 237134557, 98501963, 189828607]
[206045465, 25751687, 125958478, 196515356]
[93013133, 2876449, 93421251, 101024507]
[206045465, 237134557, 98501963, 204845787]
[242523906, 87860037, 241138409, 156135466]
[93013133, 2876449, 93421251, 238460766]
[206045465, 237134557, 150819137, 236490925]
[206045465, 237134557, 98501963, 120834103]
[93013133, 79078986, 129139719, 33006817]
[93013133, 79078986, 27477927, 86641047]
[93013133, 79078986, 20365635, 208555318]
[93013133, 2876449, 93421251, 192076479]
[206045465, 237134557, 98501963, 231295370]
[206045465, 237134557, 150819137, 132030125]
[242523906, 87860037, 241138409, 8499624]
[93013133, 79078986, 20365635, 38202661]
[242523906, 87860037, 15336728, 107164226]
[93013133, 2876449, 141855051, 114176147]
[93013133, 2876449, 93421251, 201666246]
[93013133, 79078986, 27477927, 87899863]
[242523906, 87860037, 15336728, 133095580]
[93013133, 2876449, 93421251, 14046340]
[206045465, 25751687, 125958478, 224057093]
[242523906, 87860037, 241138409, 236437509]
[242523906, 87860037, 241138409, 78541262]
[93013133, 2876449, 141855051, 197791864]
[93013133, 79078986, 129139719, 174713780]
[242523906, 87860037, 15336728, 7049235]
[206045465, 237134557, 98501963, 92830639]
[206045465, 25751687, 125958478, 106411217]
[242523906, 87860037, 15336728, 204404375]
[93013133, 2876449, 93421251, 60127989]
[93013133, 79078986, 20365635, 115010624]
[206045465, 237134557, 98501963, 209890616]
[93013133, 79078986, 20365635, 75751290]
[242523906, 87860037, 241138409, 169663988]
[93013133, 79078986, 20365635, 214325315]
[93013133, 79078986, 20365635, 8981806]
[242523906, 87860037, 15336728, 135650309]
[206045465, 237134557, 98501963, 157365932]
[93013133, 2876449, 93421251, 118530741]
[93013133, 2876449, 93421251, 8864123]
[93013133, 79078986, 27477927, 21437455]
[93013133, 2876449, 93421251, 179249196]
[242523906, 87860037, 241138409, 198625815]
[93013133, 2876449, 93421251, 131408646]
[93013133, 2876449, 93421251, 57892095]
[93013133, 2876449, 141855051, 118324864]
[93013133, 79078986, 129139719, 43566860]
[93013133, 79078986, 129139719, 20432248]
[242523906, 87860037, 15336728, 80927871]
[206045465, 237134557, 98501963, 71645740]
[242523906, 87860037, 15336728, 35676547]
[206045465, 237134557, 150819137, 226342128]
[93013133, 2876449, 93421251, 123839043]
[93013133, 79078986, 129139719, 42821918]
[93013133, 2876449, 93421251, 209381991]
[93013133, 2876449, 141855051, 27501769]
[206045465, 237134557, 150819137, 197417161]
[206045465, 237134557, 150819137, 208904642]
[93013133, 79078986, 20365635, 152368509]
[206045465, 237134557, 150819137, 78869732]
[242523906, 87860037, 241138409, 104326324]
[206045465, 237134557, 150819137, 24613801]
[206045465, 25751687, 125958478, 114640468]
[206045465, 237134557, 150819137, 193333938]
[93013133, 2876449, 93421251, 8775917]
[242523906, 87860037, 15336728, 118850583]
[206045465, 25751687, 125958478, 90934877]
[93013133, 2876449, 141855051, 236469984]
[206045465, 25751687, 125958478, 70760036]
[206045465, 25751687, 125958478, 54951201]
[206045465, 237134557, 98501963, 55150642]
[206045465, 25751687, 125958478, 156355797]
[242523906, 87860037, 15336728, 16918046]
[242523906, 87860037, 241138409, 233002393]
[206045465, 25751687, 125958478, 201368685]
[93013133, 79078986, 27477927, 201027816]
[93013133, 2876449, 141855051, 126275577]
[93013133, 2876449, 141855051, 115285465]
[242523906, 87860037, 15336728, 122049260]
[206045465, 25751687, 125958478, 45809749]
[93013133, 79078986, 27477927, 217451332]
[206045465, 25751687, 125958478, 57032669]
[206045465, 237134557, 150819137, 70906890]
[93013133, 2876449, 141855051, 60375509]
[93013133, 79078986, 27477927, 28366738]
[206045465, 237134557, 150819137, 25354826]
[93013133, 79078986, 20365635, 47093303]
[242523906, 87860037, 15336728, 206077464]
[242523906, 87860037, 241138409, 66686576]
[206045465, 237134557, 150819137, 202762791]
[242523906, 87860037, 241138409, 55949086]
[93013133, 2876449, 141855051, 94739343]
[242523906, 87860037, 15336728, 32851859]
[242523906, 87860037, 241138409, 227105976]
[206045465, 237134557, 150819137, 181723392]
[93013133, 2876449, 141855051, 156387955]
[93013133, 79078986, 27477927, 76173259]
[206045465, 237134557, 98501963, 21902966]
[242523906, 87860037, 15336728, 198966549]
[242523906, 87860037, 241138409, 184752680]
[93013133, 79078986, 129139719, 28571042]
[93013133, 79078986, 27477927, 104734378]
[93013133, 79078986, 20365635, 67526297]
[93013133, 2876449, 93421251, 232447350]
[93013133, 2876449, 93421251, 155309032]
[206045465, 237134557, 150819137, 22847526]
[242523906, 87860037, 15336728, 171931223]
[93013133, 79078986, 129139719, 246921950]
[93013133, 79078986, 129139719, 237103414]
[93013133, 2876449, 93421251, 68059457]
[206045465, 237134557, 150819137, 59332870]
[93013133, 79078986, 27477927, 196274206]
[93013133, 79078986, 129139719, 218956595]
[93013133, 79078986, 27477927, 30581834]
[93013133, 2876449, 141855051, 22137837]
[93013133, 2876449, 141855051, 31387900]
[206045465, 25751687, 125958478, 142717076]
[206045465, 237134557, 150819137, 240257414]
[206045465, 237134557, 98501963, 199178037]
[242523906, 87860037, 241138409, 72917108]
[93013133, 79078986, 27477927, 63638724]
[93013133, 79078986, 27477927, 92702432]
[242523906, 87860037, 241138409, 10158425]
[93013133, 2876449, 141855051, 121530865]
[93013133, 79078986, 20365635, 22797755]
[93013133, 2876449, 93421251, 234171007]
[242523906, 87860037, 241138409, 81152190]
[206045465, 237134557, 150819137, 169549168]
[93013133, 79078986, 27477927, 189414721]
[93013133, 2876449, 93421251, 234125439]
[93013133, 2876449, 93421251, 64811479]
[93013133, 2876449, 141855051, 131303087]
[206045465, 237134557, 98501963, 244931229]
[206045465, 25751687, 125958478, 56820149]
[93013133, 2876449, 93421251, 191547994]
[93013133, 79078986, 129139719, 203623658]
[206045465, 237134557, 98501963, 104739593]
[93013133, 79078986, 27477927, 243418307]
[93013133, 2876449, 141855051, 51671921]
[93013133, 2876449, 141855051, 186582665]
[93013133, 79078986, 129139719, 57869655]
[93013133, 79078986, 20365635, 155679191]
[93013133, 79078986, 27477927, 224641406]
[93013133, 79078986, 129139719, 80207552]
[93013133, 79078986, 27477927, 176516501]
[93013133, 79078986, 129139719, 113884062]
[206045465, 237134557, 98501963, 231427994]
[93013133, 2876449, 141855051, 227469057]
[93013133, 79078986, 20365635, 230697253]
[93013133, 2876449, 93421251, 17728171]
[206045465, 237134557, 150819137, 60038060]
[242523906, 87860037, 241138409, 173467131]
[93013133, 2876449, 93421251, 147925432]
[93013133, 2876449, 141855051, 88718979]
[93013133, 2876449, 141855051, 71114070]
[93013133, 79078986, 129139719, 165627109]
[242523906, 87860037, 15336728, 71215654]
[242523906, 87860037, 241138409, 129348499]
[206045465, 237134557, 150819137, 26851281]
[93013133, 79078986, 27477927, 236665431]
[93013133, 2876449, 93421251, 78411601]
[206045465, 237134557, 98501963, 16939644]
[93013133, 79078986, 20365635, 183300679]
[206045465, 25751687, 125958478, 75881694]
[93013133, 2876449, 93421251, 201661591]
[206045465, 25751687, 125958478, 145096049]
[242523906, 87860037, 241138409, 198589913]
[206045465, 237134557, 98501963, 86803695]
[242523906, 87860037, 241138409, 87037636]
[93013133, 79078986, 27477927, 105536361]
[93013133, 79078986, 27477927, 227320493]
[93013133, 79078986, 129139719, 98688992]
[242523906, 87860037, 241138409, 123208150]
[242523906, 87860037, 15336728, 100667829]
[242523906, 87860037, 241138409, 150684486]
[93013133, 2876449, 93421251, 205696212]
[93013133, 2876449, 93421251, 95609518]
[206045465, 237134557, 98501963, 90677762]
[206045465, 237134557, 98501963, 130731895]
[93013133, 2876449, 141855051, 218260063]
[93013133, 79078986, 129139719, 78762316]
[242523906, 87860037, 241138409, 226052403]
[206045465, 25751687, 125958478, 41837128]
[206045465, 25751687, 125958478, 210597692]
[206045465, 237134557, 150819137, 53597055]
[93013133, 2876449, 141855051, 237330534]
[206045465, 25751687, 125958478, 221027627]
[93013133, 2876449, 141855051, 217605268]
[206045465, 237134557, 150819137, 21433511]
[93013133, 2876449, 141855051, 157667014]
[242523906, 87860037, 15336728, 163348545]
[93013133, 2876449, 141855051, 27129618]
[93013133, 79078986, 20365635, 14668192]
[206045465, 237134557, 98501963, 46583489]
[93013133, 79078986, 27477927, 55570107]
[206045465, 237134557, 150819137, 173636191]
[93013133, 79078986, 129139719, 213922176]
[206045465, 25751687, 125958478, 231809375]
[242523906, 87860037, 15336728, 72223739]
[93013133, 2876449, 141855051, 156838129]
[93013133, 2876449, 93421251, 54207910]
[206045465, 237134557, 98501963, 204269422]
[93013133, 79078986, 129139719, 52806162]
[93013133, 79078986, 27477927, 69268301]
[206045465, 25751687, 125958478, 236532684]
[206045465, 237134557, 150819137, 72377651]
[93013133, 79078986, 20365635, 8496968]
[242523906, 87860037, 15336728, 807867]
[242523906, 87860037, 15336728, 133680178]
[93013133, 79078986, 27477927, 57786335]
[93013133, 79078986, 27477927, 71598936]
[242523906, 87860037, 241138409, 111892175]
[242523906, 87860037, 15336728, 208991538]
[242523906, 87860037, 15336728, 173727437]
[93013133, 2876449, 93421251, 87646216]
[206045465, 25751687, 125958478, 56398901]
[93013133, 2876449, 93421251, 220507564]
[206045465, 237134557, 150819137, 57497344]
[206045465, 25751687, 125958478, 67431980]
[93013133, 79078986, 20365635, 32440404]
[93013133, 79078986, 129139719, 69759257]
[93013133, 2876449, 141855051, 64680671]
[206045465, 237134557, 98501963, 89917015]
[242523906, 87860037, 241138409, 200157753]
[93013133, 79078986, 129139719, 89720432]
[93013133, 79078986, 20365635, 174674327]
[93013133, 79078986, 20365635, 231892621]
[93013133, 79078986, 129139719, 168826711]
[206045465, 237134557, 98501963, 240834800]
[242523906, 87860037, 241138409, 150318763]
[242523906, 87860037, 241138409, 134479784]
[93013133, 2876449, 93421251, 162537280]
[206045465, 237134557, 98501963, 131176869]
[93013133, 79078986, 129139719, 64004054]
[206045465, 237134557, 98501963, 186818173]
[93013133, 2876449, 141855051, 184212895]
[206045465, 237134557, 98501963, 195133839]
[93013133, 2876449, 141855051, 14741185]
[93013133, 2876449, 93421251, 144165139]
[93013133, 79078986, 20365635, 71943682]
[206045465, 25751687, 125958478, 142580713]
[93013133, 79078986, 27477927, 140169724]
[242523906, 87860037, 15336728, 227068835]
[93013133, 2876449, 141855051, 177773328]
[93013133, 2876449, 93421251, 27587864]
[93013133, 2876449, 141855051, 216726133]
[206045465, 237134557, 150819137, 126346084]
[93013133, 2876449, 141855051, 75978483]
[242523906, 87860037, 241138409, 129051854]
[93013133, 79078986, 129139719, 83701312]
[206045465, 237134557, 98501963, 169201910]
[93013133, 79078986, 27477927, 220201855]
[242523906, 87860037, 241138409, 102038122]
[93013133, 2876449, 93421251, 36571208]
[93013133, 2876449, 141855051, 137616464]
[93013133, 2876449, 141855051, 150613369]
[242523906, 87860037, 15336728, 111298488]
[206045465, 237134557, 98501963, 76261902]
[93013133, 79078986, 20365635, 2418729]
[93013133, 2876449, 141855051, 39497239]
[206045465, 237134557, 98501963, 161311667]
[93013133, 2876449, 93421251, 199706271]
[93013133, 2876449, 141855051, 117360933]
[93013133, 2876449, 141855051, 231985008]
[242523906, 87860037, 241138409, 111820627]
[93013133, 2876449, 141855051, 36590569]
[206045465, 237134557, 98501963, 199571928]
[206045465, 237134557, 150819137, 135575394]
[242523906, 87860037, 15336728, 217699521]
[93013133, 79078986, 129139719, 145671547]
[93013133, 2876449, 93421251, 246600395]
[206045465, 237134557, 150819137, 105615534]
[206045465, 25751687, 125958478, 127323993]
[93013133, 2876449, 141855051, 128550064]
[206045465, 237134557, 150819137, 194609910]
[242523906, 87860037, 15336728, 111891121]
[93013133, 79078986, 129139719, 246455493]
[93013133, 79078986, 129139719, 202542409]
[206045465, 25751687, 125958478, 204940351]
[242523906, 87860037, 241138409, 102643148]
[93013133, 2876449, 93421251, 60580104]
[206045465, 237134557, 150819137, 222919864]
[93013133, 2876449, 93421251, 155907445]
[242523906, 87860037, 15336728, 246970587]
[206045465, 237134557, 98501963, 101897050]
[206045465, 237134557, 98501963, 217547182]
[93013133, 79078986, 129139719, 19306187]
[93013133, 2876449, 141855051, 87904168]
[93013133, 2876449, 93421251, 247648070]
[93013133, 79078986, 27477927, 47216310]
[93013133, 79078986, 129139719, 136539811]
[93013133, 2876449, 141855051, 95389697]
[206045465, 237134557, 150819137, 40261243]
[93013133, 2876449, 141855051, 32365036]
[93013133, 2876449, 141855051, 62336510]
[206045465, 237134557, 150819137, 125632079]
[93013133, 2876449, 141855051, 225341153]
[93013133, 79078986, 129139719, 188110734]
[93013133, 2876449, 141855051, 168822241]
[93013133, 79078986, 20365635, 36857457]
[93013133, 2876449, 141855051, 244711698]
[242523906, 87860037, 15336728, 222616172]
[93013133, 79078986, 129139719, 116624408]
[93013133, 79078986, 20365635, 111058280]
[206045465, 237134557, 98501963, 36901653]
[93013133, 79078986, 20365635, 57412097]
[206045465, 237134557, 150819137, 160699865]
[93013133, 2876449, 93421251, 161379235]
[93013133, 79078986, 129139719, 244839057]
[93013133, 79078986, 20365635, 237561300]
[206045465, 25751687, 125958478, 142256886]
[93013133, 79078986, 129139719, 190191494]
[93013133, 79078986, 27477927, 28016310]
[206045465, 237134557, 98501963, 200349784]
[242523906, 87860037, 15336728, 91349515]
[242523906, 87860037, 15336728, 198956722]
[93013133, 79078986, 20365635, 168814156]
[242523906, 87860037, 15336728, 158588598]
[242523906, 87860037, 241138409, 244797700]
[93013133, 79078986, 129139719, 34229750]
[93013133, 2876449, 141855051, 132867788]
[93013133, 79078986, 20365635, 201962655]
[93013133, 79078986, 129139719, 117347802]
[93013133, 79078986, 129139719, 182968112]
[206045465, 25751687, 125958478, 61147088]
[93013133, 79078986, 129139719, 173425737]
[206045465, 237134557, 98501963, 101863597]
[242523906, 87860037, 241138409, 162062627]
[242523906, 87860037, 241138409, 151332867]
[242523906, 87860037, 241138409, 60783915]
[93013133, 2876449, 93421251, 27332345]
[93013133, 2876449, 141855051, 45397454]
[206045465, 237134557, 150819137, 190484298]
[93013133, 2876449, 93421251, 13428704]
[93013133, 79078986, 20365635, 67195306]
[93013133, 79078986, 27477927, 122904771]
[242523906, 87860037, 15336728, 233464723]
[93013133, 79078986, 27477927, 2704719]
[206045465, 237134557, 150819137, 95940889]
[93013133, 79078986, 27477927, 160131058]
[93013133, 2876449, 141855051, 190394916]
[93013133, 79078986, 27477927, 102015122]
[242523906, 87860037, 15336728, 2593582]
[93013133, 79078986, 27477927, 243945053]
[93013133, 79078986, 129139719, 118245855]
[93013133, 2876449, 93421251, 215899248]
[93013133, 2876449, 93421251, 167439032]
[93013133, 79078986, 20365635, 237406879]
[93013133, 79078986, 27477927, 64020558]
[206045465, 237134557, 98501963, 184921800]
[206045465, 237134557, 98501963, 178630913]
[242523906, 87860037, 241138409, 136902916]
[93013133, 79078986, 27477927, 137515818]
[93013133, 79078986, 129139719, 93274336]
[206045465, 237134557, 98501963, 27607097]
[206045465, 237134557, 98501963, 144378071]
[242523906, 87860037, 15336728, 163591594]
[242523906, 87860037, 15336728, 181845453]
[242523906, 87860037, 241138409, 240485106]
[93013133, 79078986, 20365635, 196516850]
[206045465, 237134557, 150819137, 43951312]
[242523906, 87860037, 15336728, 120238705]
[206045465, 237134557, 150819137, 237651668]
[206045465, 25751687, 125958478, 178239433]
[206045465, 237134557, 150819137, 30405760]
[242523906, 87860037, 15336728, 170554690]
[242523906, 87860037, 15336728, 148950680]
[93013133, 2876449, 141855051, 10103513]
[93013133, 2876449, 141855051, 173406834]
[242523906, 87860037, 15336728, 101346871]
[93013133, 79078986, 129139719, 80492916]
[93013133, 2876449, 141855051, 186250332]
[93013133, 79078986, 20365635, 84007217]
[206045465, 237134557, 98501963, 212932586]
[93013133, 2876449, 141855051, 26320333]
[93013133, 79078986, 27477927, 152399088]
[93013133, 79078986, 20365635, 68990695]
[242523906, 87860037, 15336728, 12347400]
[242523906, 87860037, 15336728, 199899750]
[93013133, 79078986, 27477927, 153012112]
[206045465, 237134557, 150819137, 218618992]
[93013133, 79078986, 27477927, 127178946]
[206045465, 237134557, 150819137, 226653386]
[242523906, 87860037, 15336728, 11249007]
[242523906, 87860037, 241138409, 98314648]
[206045465, 237134557, 150819137, 237219518]
[93013133, 79078986, 27477927, 9681260]
[93013133, 79078986, 27477927, 219973793]
[93013133, 79078986, 129139719, 238965000]
[206045465, 237134557, 150819137, 96383388]
[206045465, 237134557, 98501963, 37692546]
[93013133, 79078986, 20365635, 139076185]
[93013133, 79078986, 27477927, 69483320]
[206045465, 237134557, 98501963, 221150072]
[242523906, 87860037, 241138409, 98812145]
[242523906, 87860037, 15336728, 11298908]
[242523906, 87860037, 15336728, 187707551]
[206045465, 237134557, 150819137, 92005491]
[93013133, 79078986, 27477927, 247915229]
[242523906, 87860037, 241138409, 40912920]
[206045465, 25751687, 125958478, 89383372]
[93013133, 79078986, 20365635, 74481343]
[242523906, 87860037, 15336728, 458288]
[93013133, 79078986, 129139719, 235378188]
[93013133, 79078986, 27477927, 170618811]
[242523906, 87860037, 15336728, 210451081]
[206045465, 237134557, 98501963, 248505955]
[206045465, 237134557, 98501963, 156833700]
[93013133, 79078986, 27477927, 237955177]
[93013133, 79078986, 129139719, 63106130]
[206045465, 237134557, 98501963, 73437967]
[242523906, 87860037, 15336728, 26815138]
[242523906, 87860037, 15336728, 156715673]
[206045465, 237134557, 150819137, 204872606]
[242523906, 87860037, 15336728, 109147716]
[206045465, 237134557, 150819137, 197760474]
[206045465, 237134557, 150819137, 242466738]
[242523906, 87860037, 241138409, 171826628]
[93013133, 79078986, 27477927, 18376644]
[93013133, 79078986, 20365635, 84908668]
[93013133, 79078986, 129139719, 166742347]
[93013133, 79078986, 27477927, 218748100]
[206045465, 237134557, 150819137, 235180854]
[242523906, 87860037, 15336728, 178327446]
[93013133, 79078986, 27477927, 110291522]
[93013133, 79078986, 27477927, 148195885]
[206045465, 237134557, 150819137, 16460944]
[93013133, 2876449, 93421251, 43593428]
[93013133, 79078986, 20365635, 205827998]
[206045465, 25751687, 125958478, 165471742]
[93013133, 2876449, 93421251, 145445480]
[206045465, 25751687, 125958478, 158871898]
[93013133, 79078986, 20365635, 67919867]
[242523906, 87860037, 241138409, 55051070]
[242523906, 87860037, 15336728, 30616905]
[242523906, 87860037, 15336728, 73699556]
[242523906, 87860037, 241138409, 131802409]
[93013133, 2876449, 93421251, 123889136]
[93013133, 79078986, 27477927, 211666967]
[93013133, 2876449, 141855051, 125439336]
[206045465, 237134557, 98501963, 198113754]
[206045465, 237134557, 150819137, 66754982]
[93013133, 2876449, 93421251, 241869988]
[242523906, 87860037, 241138409, 66813388]
[206045465, 237134557, 98501963, 72230766]
[93013133, 2876449, 141855051, 127777909]
[206045465, 237134557, 150819137, 185800704]
[206045465, 237134557, 150819137, 211131589]
[206045465, 25751687, 125958478, 196061188]
[93013133, 79078986, 20365635, 48656592]
[206045465, 237134557, 98501963, 10652320]
[242523906, 87860037, 241138409, 213431745]
[93013133, 2876449, 93421251, 120397953]
[206045465, 237134557, 150819137, 35943174]
[93013133, 79078986, 27477927, 248694387]
[93013133, 79078986, 27477927, 131896606]
[93013133, 79078986, 27477927, 62336030]
[242523906, 87860037, 15336728, 219940755]
[206045465, 237134557, 150819137, 157014978]
[93013133, 79078986, 129139719, 218886187]
[206045465, 237134557, 150819137, 8719963]
[242523906, 87860037, 15336728, 110982136]
[93013133, 79078986, 20365635, 57510485]
[93013133, 2876449, 141855051, 28581480]
[93013133, 79078986, 27477927, 223444348]
[93013133, 2876449, 141855051, 113208618]
[93013133, 79078986, 129139719, 44809131]
[206045465, 25751687, 125958478, 177802447]
[93013133, 79078986, 20365635, 179268103]
[206045465, 237134557, 150819137, 85106514]
[206045465, 237134557, 98501963, 57147028]
[93013133, 79078986, 129139719, 193856336]
[242523906, 87860037, 241138409, 221746738]
[93013133, 79078986, 27477927, 14191838]
[93013133, 79078986, 27477927, 170525619]
[206045465, 237134557, 98501963, 102444936]
[93013133, 79078986, 20365635, 151086040]
[93013133, 79078986, 129139719, 8049803]
[93013133, 2876449, 141855051, 41426938]
[93013133, 79078986, 20365635, 101794960]
[93013133, 2876449, 93421251, 42800076]
[242523906, 87860037, 241138409, 34576168]
[93013133, 79078986, 20365635, 123446196]
[206045465, 237134557, 150819137, 8145153]
[242523906, 87860037, 241138409, 4206018]
[93013133, 2876449, 93421251, 2416459]
[93013133, 79078986, 20365635, 45832957]
[93013133, 2876449, 93421251, 75623825]
[93013133, 2876449, 141855051, 145534454]
[206045465, 25751687, 125958478, 234428437]
[242523906, 87860037, 241138409, 94663335]
[206045465, 25751687, 125958478, 40059461]
[206045465, 25751687, 125958478, 32772662]
[93013133, 2876449, 93421251, 103708573]
[206045465, 25751687, 125958478, 45684856]
[93013133, 2876449, 93421251, 39584995]
[93013133, 79078986, 129139719, 67568851]
[93013133, 79078986, 20365635, 79911146]
[93013133, 79078986, 20365635, 157865377]
[93013133, 79078986, 129139719, 99202840]
[93013133, 79078986, 129139719, 202986632]
[93013133, 79078986, 129139719, 230134205]
[93013133, 2876449, 141855051, 240733941]
[206045465, 237134557, 150819137, 44959212]
[93013133, 2876449, 141855051, 58990541]
[93013133, 2876449, 141855051, 120665632]
[93013133, 79078986, 129139719, 188912910]
[93013133, 2876449, 93421251, 41077515]
[93013133, 79078986, 27477927, 222251932]
[93013133, 79078986, 129139719, 22760339]
[206045465, 237134557, 150819137, 172965639]
[206045465, 25751687, 125958478, 103381604]
[93013133, 2876449, 141855051, 45335681]
[93013133, 79078986, 129139719, 96791532]
[206045465, 237134557, 98501963, 193967361]
[206045465, 237134557, 98501963, 176238120]
[93013133, 79078986, 129139719, 176986948]
[206045465, 237134557, 150819137, 209496545]
[93013133, 2876449, 141855051, 22594047]
[93013133, 79078986, 20365635, 21430819]
