[239554898, 102907710, 132452821]
[47163196, 31168336, 60807112, 204410273]
[115889120, 104638425, 159651819, 203985358]
[104933563, 21546646, 199216700, 238043168]
[136727690, 26278986, 207374225, 115622588]
[63945555, 45044359, 110413165, 179747126]
[188932858, 115146698, 234256803, 209034558]
[233481409, 223580591, 100428466, 80189238]
[152760441, 85947700, 130312112, 110339513]
[245186357, 33815929, 3943043, 6267655]
[140347209, 25798347, 64306031, 122192794]
[60290327, 187049375, 215165448, 141003798]
[121975721, 42062284, 205720792, 194024297]
[243437450, 43358678, 148659420, 83876376]
[13886713, 84410896, 181230399, 243634324]
[239393237, 164714934, 59560393, 220106130]
[63945555, 167105786, 130426605, 70207718]
[224376413, 15682689, 14194433, 116663216]
[80765703, 141535867, 211619987, 72734496]
[211316160, 37095821, 218824995, 214222836]
[121975721, 14824860, 77298143, 62151779]
[173651877, 210339074, 129188477, 209732482]
[210170368, 82551789, 222616911, 229157375]
[139255779, 168173206, 147301373, 190012560]
[188932858, 200934080, 97777798, 41131871]
[42779529, 94357672, 139610103, 65995242]
[10737719, 216304733, 179794090, 129907441]
[245186357, 104175749, 209709172, 39755005]
[124206638, 48607635, 205159272, 157219285]
[167539219, 192052900, 161171309, 134877034]
[28939697, 83720688, 206122823, 3675194]
[112000692, 137625108, 152026346, 230102719]
[240507357, 41775614, 33310911, 162274287]
[76562561, 138713893, 216947843, 33333226]
[117422950, 182157230, 127101464, 68647660]
[245186357, 33815929, 81317813, 25473221]
[139255779, 148161601, 193845292, 147024719]
[243437450, 43358678, 118231418, 47955311]
[169492383, 134805362, 84466020, 80061772]
[106261171, 126184161, 170418784, 140105318]
[78660930, 30808957, 109697977, 43635567]
[230911772, 149319629, 241600396, 85518344]
[25001273, 6626874, 19585353, 203030994]
[8685447, 234393374, 17927912, 141464369]
[9953629, 20319404, 10979674, 131536406]
[169367494, 206781613, 33983010, 189896232]
[96017771, 5878864, 77101726, 131759798]
[112655291, 83034732, 9978636, 86644293]
[25001273, 6626874, 1693836, 197075248]
[224589236, 188349347, 138604477, 104883429]
[245186357, 179224212, 67875021, 17974817]
[162374829, 40832358, 6017813, 238610572]
[74869342, 30527162, 44808041, 184443620]
[85998254, 248045083, 25312165, 8397950]
[84732876, 229889095, 217748667, 203970777]
[12733949, 207216632, 89249706, 188882859]
[150812197, 207907728, 45493282, 95134749]
[60417925, 238812475, 151843815, 20155425]
[239196886, 125080126, 176032521, 137423424]
[108346240, 182739968, 124173827, 48982580]
[118348159, 96142024, 62206011, 241241389]
[152760441, 85947700, 197971879, 117056967]
[60417925, 96970598, 131008585, 114972098]
[141361673, 162202163, 38490121, 40772513]
[141361673, 190697245, 163142798, 97409802]
[121975721, 107116936, 83472747, 183411734]
[20195691, 248537501, 179640856, 209483519]
[162649472, 94017805, 56418915, 197191707]
[20975483, 210504506, 237332865, 244750982]
[233481409, 68748846, 88983286, 141894590]
[176878569, 103162700, 241926563, 43743683]
[9953629, 187022359, 176899446, 82468819]
[104573498, 121415770, 149472192, 229227770]
[240322167, 86612572, 64699076, 63495735]
[27082448, 54456177, 91303890, 89367786]
[136301248, 173237109, 136774588, 18898931]
[35552242, 162669051, 22217094, 93176850]
[95299563, 176320675, 19213870, 25709273]
[121773903, 154727771, 239944377, 154166825]
[152760441, 85947700, 130312112, 8485298]
[225534006, 51753866, 37997147, 102913226]
[177119877, 214819640, 128621318, 5090699]
[181938804, 163199325, 33540865, 189273694]
[60417925, 238812475, 151843815, 153384124]
[22619776, 109555255, 163654957, 181781671]
[13886713, 25432361, 2786859, 193265328]
[240322167, 180066429, 186008341, 231618351]
[182613668, 118064322, 75889561, 85330432]
[60417925, 51741037, 151086464, 131321744]
[160482675, 174482424, 77603558, 25733688]
[123585542, 226332800, 20458244, 239203986]
[245186357, 56476491, 70478236, 146815690]
[233481409, 223580591, 100428466, 57734446]
[226583776, 127890130, 155550477, 218440038]
[49431804, 24092436, 92023561, 48871612]
[150812197, 121922710, 149969927, 114779575]
[82212583, 193617759, 234025706, 141485732]
[32676012, 181814671, 83136017, 187599663]
[77215159, 82659043, 46865100, 62222306]
[106261171, 126184161, 158442460, 211430110]
[169717436, 168877842, 145613447, 223540035]
[23593792, 95119995, 144724001, 78504826]
[233481409, 68748846, 88983286, 30269852]
[24231581, 15527440, 40703717, 111968683]
[74329510, 124765354, 216119651, 186195410]
[239554898, 231847501, 34497059, 24408736]
[224589236, 84806013, 11055792, 200068182]
[202934950, 97398191, 173870955, 220078540]
[18782487, 99425399, 158408151, 245339164]
[224589236, 188349347, 138604477, 148066547]
[233481409, 223580591, 238456769, 248957358]
[164878588, 71104523, 98024612, 24400380]
[20649053, 38514294, 15960983, 4158717]
[25353857, 25548869, 12019275, 153107457]
[162649472, 196857788, 94240583, 214375430]
[22619776, 75911925, 86276441, 129235954]
[239554898, 102907710, 176666416, 122601750]
[10971906, 167142189, 19053199, 2985296]
[27154418, 2070364, 154566045, 100078628]
[218542507, 210706211, 73665838, 134397743]
[18782487, 180228062, 32306155, 109696314]
[115889120, 41666144, 248898062, 174370795]
[239393237, 164714934, 246715145, 187771445]
[121975721, 14824860, 77298143, 55996863]
[28939697, 123364048, 153858753, 224475715]
[13886713, 84410896, 181230399, 35376787]
[117485685, 247239338, 58098803, 157858273]
[74329510, 124765354, 216119651, 120037485]
[243437450, 43358678, 118231418, 140650095]
[242854898, 161917206, 42426557, 156041600]
[242767556, 223313203, 181976474, 152572594]
[121690776, 115201947, 225562333, 155311610]
[117485685, 71142349, 113275482, 238605918]
[167539219, 192052900, 161171309, 56900633]
[60417925, 238812475, 151843815, 182347594]
[112868826, 66077729, 180618289, 107634916]
[9953629, 27976225, 80861230, 135919628]
[211804832, 103588449, 187930436, 152400767]
[13109669, 183281256, 72466759, 248886916]
[181938804, 42064276, 19038464, 245853473]
[211316160, 37095821, 218824995, 2668282]
[89417505, 243171962, 43737765, 45791184]
[173932799, 243777372, 43024802, 147349251]
[112655291, 19209424, 208223836, 174956768]
[19822928, 44523569, 203249852, 167333265]
[147518822, 153639160, 53392171, 211616479]
[204923669, 199255267, 95578888, 43774873]
[72760936, 12731821, 222657192, 103913459]
[210253789, 186269903, 135252581, 179156681]
[16408393, 191831767, 178753071, 225421911]
[232851278, 76379705, 179522276, 213669038]
[24846365, 15826856, 161286231, 41500608]
[240322167, 180066429, 186008341, 192753139]
[141361673, 162202163, 126094098, 199663624]
[95299563, 176320675, 19213870, 152695060]
[72895078, 17932490, 238981785, 234149961]
[22619776, 75911925, 86276441, 108344577]
[12733949, 207216632, 16485771, 135862490]
[205226715, 161852671, 220999244, 12566146]
[141361673, 190697245, 163142798, 3143718]
[169313277, 9510243, 54726766, 76186425]
[245186357, 104175749, 33955677, 46794685]
[72760936, 3767875, 225562151, 97156481]
[139407978, 92142634, 167501510, 149029214]
[128396256, 156921189, 237060631, 116237317]
[115889120, 41666144, 90214911, 174282128]
[19175843, 157432727, 127253774, 220879536]
[152760441, 85947700, 242403727, 74681248]
[233365345, 69179940, 21038035, 244820748]
[85998254, 248045083, 240040489, 108915324]
[9953629, 20319404, 239906282, 177008667]
[119048721, 189256057, 153933443, 61495680]
[141252012, 96976254, 103329833, 61977763]
[20621167, 160721844, 173077110, 4556500]
[240322167, 180066429, 186008341, 110220756]
[121690776, 99657203, 237578674, 55183315]
[199976190, 8845771, 43351176, 226880444]
[49431804, 24092436, 92023561, 36526307]
[60417925, 51741037, 151086464, 24992609]
[54792871, 223562163, 178724447, 139008308]
[106335033, 130372207, 30533253, 159204181]
[121690776, 115201947, 198483596, 179948679]
[146595498, 26426060, 127040296, 136045366]
[233262282, 231812234, 70075742, 171701838]
[243437450, 104920355, 98603414, 117227587]
[199976190, 56628013, 25675161, 162680886]
[92409577, 36859405, 230885280, 220851069]
[202536968, 196923317, 193606388, 27420269]
[101060348, 149510120, 78999704, 16556952]
[173377106, 227979404, 182624742, 47382028]
[19822928, 59458312, 73032326, 74073589]
[149858644, 196436553, 114644864, 53341021]
[155939215, 2597427, 107088782, 66135352]
[60417925, 159601639, 183311976, 197901238]
[245186357, 53095622, 48374985, 162702649]
[169313277, 113857410, 166293217, 79128657]
[125297590, 105327896, 199978104, 80264939]
[169367494, 62025314, 78231942, 61950891]
[104573498, 139736287, 239214711, 9072740]
[181938804, 60690532, 49774268, 166392905]
[86545110, 138515452, 12125126, 164382922]
[171272310, 63221876, 221519298, 46788624]
[10971906, 106455583, 227980092, 156054929]
[96343362, 204324079, 66426087, 120938488]
[79009743, 220218071, 141890391, 195071867]
[169492383, 134805362, 84466020, 28630354]
[13109669, 214844984, 228177272, 160034683]
[162649472, 196857788, 94240583, 18493240]
[71126603, 195320975, 205944051, 237168876]
[28779114, 129128005, 90017851, 110434191]
[211316160, 178211004, 215157209, 159820976]
[74869342, 30527162, 220755953, 167905246]
[84732876, 229889095, 57651566, 217498344]
[220463203, 184655377, 61402674, 138136208]
[233365345, 69179940, 12485674, 237646872]
[136301248, 129895494, 6317435, 9501702]
[164878588, 71104523, 98024612, 143212772]
[80810737, 179338136, 62942680, 44176369]
[23183317, 218987044, 185709082, 155634309]
[152760441, 85947700, 92184091, 145039673]
[9953629, 20319404, 24804670, 195949223]
[10106479, 190143267, 242876210, 32257048]
[211804832, 103588449, 187930436, 167403416]
[226962391, 159214288, 117719163, 68532574]
[90480851, 82849463, 215751418, 128021618]
[121773903, 150308161, 24532338, 200721338]
[213662353, 24528257, 112394546, 217506360]
[141252012, 96976254, 103329833, 53873069]
[117485685, 174210268, 125601198, 136555606]
[211804832, 156354737, 233635579, 30535743]
[85998254, 248045083, 240040489, 241719342]
[90480851, 82849463, 92684410, 122592361]
[154551859, 47812082, 16349031, 122909199]
[187793648, 164851756, 41130429, 244045889]
[60290327, 198465013, 2305365, 135774982]
[117155021, 75604729, 248376971, 187315158]
[169313277, 205586708, 19921667, 206068888]
[239554898, 231847501, 34497059, 227527096]
[170206712, 12111425, 214226545, 142638849]
[121975721, 14824860, 227395016, 183366372]
[167030917, 87573310, 221371720, 206325577]
[82205394, 222031531, 97617751, 102986900]
[72760936, 12731821, 169064949, 30050131]
[205972194, 61946850, 32802042, 172129796]
[204923669, 241002532, 62700247, 184279565]
[224376413, 15682689, 18147081, 110483965]
[141361673, 162202163, 126094098, 76088564]
[85998254, 248045083, 23181581, 243889306]
[169744084, 194877969, 24098647, 169958382]
[90480851, 54626283, 166296669, 211212374]
[192049153, 16345858, 243732716, 128144138]
[63945555, 45044359, 110413165, 57398394]
[174915493, 151627699, 224065373, 207283085]
[42779529, 94357672, 222611044, 160319561]
[225534006, 51753866, 37997147, 129263128]
[21720706, 145548288, 78157230, 165355201]
[246969109, 190382624, 144620607, 92390443]
[20195691, 248537501, 142218587, 108536545]
[192049153, 16345858, 243732716, 110043155]
[128396256, 156921189, 237060631, 13099758]
[188932858, 122049085, 88071880, 159602367]
[220463203, 64559263, 91664294, 98721648]
[43279741, 54733268, 15141126, 19010479]
[243714234, 117825797, 232941373, 161947199]
[90480851, 90748674, 149417673, 90369259]
[97733179, 60584128, 66335584, 58552424]
[20649053, 38514294, 15960983, 15706394]
[218922006, 196129795, 231219332, 17434874]
[27929889, 82163150, 184177792, 67248269]
[22619776, 37360844, 94210235, 87532999]
[115889120, 41666144, 90214911, 116149359]
[162374829, 40832358, 6017813, 81748898]
[9953629, 27976225, 52313431, 27205986]
[20649053, 38514294, 173970477, 233287603]
[236794042, 165328491, 166919791, 231914974]
[85279524, 136537575, 155460341, 161706748]
[76832338, 137469819, 120650679, 111293083]
[8685447, 234393374, 146940291, 140624781]
[63945555, 167105786, 130426605, 163081074]
[188932858, 122049085, 88071880, 6570204]
[20621167, 160721844, 173077110, 176183417]
[99046567, 100569622, 65990793, 201878804]
[19078720, 176587752, 119266545, 233759995]
[86545110, 138515452, 12125126, 244537630]
[23183317, 218987044, 185709082, 176074124]
[213112826, 31628092, 158921004, 80033842]
[118348159, 96142024, 62206011, 100499276]
[121773903, 150308161, 24532338, 55794462]
[19175843, 71141250, 212004444, 147395977]
[99697683, 8582985, 171381387, 82990524]
[177119877, 83093104, 157073940, 132524318]
[106261171, 44990710, 105256267, 107689092]
[169367494, 206781613, 33983010, 227767634]
[139255779, 117323211, 186374400, 128196994]
[181938804, 42064276, 19038464, 192216191]
[194815188, 22571434, 65947782, 65532116]
[245186357, 33815929, 103613504, 240201328]
[115889120, 99949980, 45607074, 197045793]
[204923669, 199255267, 95578888, 165051872]
[121975721, 42062284, 205720792, 37724076]
[231488027, 32101784, 95034900, 139136869]
[10971906, 85868500, 2278037, 158796521]
[108304558, 141444190, 208559232, 224167950]
[82232448, 22215910, 166429214, 63844763]
[28779114, 129128005, 90017851, 33886359]
[46100675, 222867026, 121603215, 118751098]
[173377106, 227979404, 200810586, 56986903]
[139255779, 168173206, 225516292, 137793268]
[181938804, 60690532, 208005699, 77252822]
[51132729, 24067603, 71597648, 218770812]
[155906635, 180949973, 155674107, 203287727]
[211957614, 126393308, 225116876, 58680750]
[245186357, 179224212, 67875021, 84827212]
[121975721, 107116936, 187684362, 218205498]
[211316160, 178211004, 215157209, 112964321]
[9953629, 27976225, 80861230, 64434502]
[192049153, 182605989, 208996845, 50847388]
[169367494, 62025314, 78231942, 173534580]
[173651877, 210339074, 129188477, 153303858]
[21720706, 134383314, 48751401, 46407709]
[28779114, 129128005, 90017851, 144090604]
[115889120, 99949980, 45607074, 129115667]
[10106479, 48368057, 101287106, 103351738]
[226583776, 127890130, 155550477, 88444429]
[67798642, 110533589, 126722999, 237512002]
[9953629, 27976225, 52313431, 153630852]
[139255779, 10547589, 127972107, 85969427]
[9953629, 20319404, 239906282, 237404787]
[9953629, 187022359, 176899446, 104531138]
[88331270, 202267763, 186361529, 144001009]
[245186357, 33815929, 108123936, 58562038]
[199976190, 56628013, 175571629, 112336274]
[141361673, 162202163, 65247730, 77947739]
[67798642, 110533589, 126722999, 134649046]
[239393237, 4224218, 225686608, 110766776]
[106335033, 136435540, 183634587, 242766205]
[24231581, 231409653, 14303790, 46384383]
[124619536, 130322199, 109093245, 181674640]
[139407978, 2472696, 76602612]
[113075252, 2913513, 148257837, 179815251]
[174915493, 120643602, 47576843, 57900585]
[115917063, 113950444, 182350992, 14526164]
[205972194, 86177255, 137657541, 216106120]
[162649472, 232152585, 10217004, 181792011]
[106261171, 126184161, 3990131, 232770206]
[212693721, 210342764, 152920125, 11974322]
[205340485, 82942229, 20987358, 229086492]
[88331270, 147368379, 41281097, 53946993]
[174915493, 246844864, 162468391, 119545728]
[199976190, 8845771, 36487656, 180771559]
[151970870, 105653424, 15676363, 179660727]
[70080086, 16951683, 131322164, 70168740]
[112000692, 176164101, 50534932, 152045089]
[122022488, 195333470, 134406233, 127041730]
[24231581, 15527440, 143956946, 60029339]
[22619776, 109555255, 163654957, 161240198]
[92409577, 36859405, 163744403, 7629052]
[122022488, 195333470, 134406233, 244818649]
[84732876, 229889095, 118106594, 222855623]
[13109669, 183281256, 72466759, 145309879]
[121690776, 115201947, 136745825, 235778963]
[133122770, 209931687, 246736827, 3727002]
[126015619, 3034421, 7944536, 188672423]
[125742946, 13189513, 91868460, 228574532]
[72760936, 139060137, 35863467, 227765567]
[13109669, 214844984, 195175909, 96894358]
[85998254, 248045083, 23181581, 235937100]
[128396256, 69852507, 197472092, 245157415]
[239208748, 140345608, 11321520, 237043582]
[72760936, 12731821, 169064949, 94364055]
[46100675, 180066968, 148279887, 4705274]
[245186357, 33815929, 173663102, 146237797]
[42779529, 94357672, 139610103, 194141711]
[19822928, 44523569, 203249852, 154325524]
[169492383, 134805362, 84466020, 103783471]
[204923669, 55371512, 103763109, 102647777]
[243437450, 104920355, 98603414, 131278966]
[18782487, 180228062, 32306155, 99137953]
[21720706, 145548288, 78157230, 233584415]
[245186357, 33815929, 173663102, 77437312]
[112655291, 19209424, 78637201, 10643554]
[173377106, 227979404, 200810586, 159015794]
[214466091, 35650223, 97494047, 112132223]
[211957614, 126393308, 225116876, 139760260]
[145423894, 69234537, 128632445, 20074743]
[155770077, 125273507, 74275194, 115987660]
[230911772, 236055048, 59841582, 9607776]
[141361673, 162202163, 65247730, 20972592]
[49431804, 246457812, 177362205, 71386315]
[211804832, 131182141, 31986309, 105727725]
[80803338, 160821069, 210061502, 201197894]
[151970870, 105653424, 233966811, 171054811]
[243714234, 117825797, 232941373, 166901130]
[148907630, 26611378, 223997019, 217627027]
[108304558, 205317970, 20673001, 42881498]
[167539219, 192052900, 161171309, 222864227]
[22619776, 75911925, 86276441, 159091432]
[115917063, 103808976, 164215512, 188480776]
[94970487, 8847874, 92398314, 156702258]
[88331270, 168225445, 225486002, 205068623]
[83222023, 31285400, 141931448, 80699258]
[102428331, 177733082, 135289906, 68475443]
[31297005, 54490622, 172983530, 240348901]
[141361673, 162202163, 38490121, 205952057]
[139255779, 117323211, 83340163, 43150459]
[20621167, 224126767, 65238341, 86268331]
[108346240, 182739968, 124173827, 132298086]
[139255779, 91820978, 191620793, 80211597]
[211510271, 46724623, 74610054, 215314577]
[10737719, 216304733, 125512898, 185498309]
[121773903, 154727771, 23179543, 56048588]
[123288860, 93305486, 184549664, 124515191]
[184452350, 117534910, 85483031, 209481347]
[82212583, 193617759, 234025706, 156107724]
[32676012, 195138918, 178653906, 248285279]
[181938804, 60690532, 208005699, 121825652]
[18782487, 99425399, 158408151, 66734803]
[245320332, 130954244, 185032074, 207646067]
[140347209, 25798347, 224420618, 100812711]
[84448557, 165858519, 165288482, 33404719]
[121773903, 150308161, 24532338, 80955990]
[239393237, 164714934, 59560393, 205980346]
[139407978, 30753859, 146083603, 105884799]
[190568229, 125161204, 110226349, 154195157]
[211804832, 138574305, 56455960, 36578932]
[13109669, 183281256, 72466759, 103724786]
[22619776, 15424767, 80304403, 83426752]
[223787457, 102279757, 212932675, 211585303]
[84520636, 237778570, 196168764, 220740300]
[28939697, 123364048, 231894319, 154778647]
[86090961, 198884680, 183863614, 218818662]
[12733949, 207216632, 16485771, 142609348]
[166462820, 132071187, 221699968, 162935645]
[211510271, 40815467, 61774155, 167874832]
[133122770, 110032371, 242836336, 167645404]
[140347209, 95659942, 12181521, 125213890]
[60417925, 238812475, 151843815, 209211225]
[184452350, 76673988, 23140946, 81174423]
[207053706, 37845295, 14019710, 73788953]
[239554898, 231847501, 34497059, 133172009]
[160482675, 152741116, 87144591, 234858768]
[218542507, 210706211, 70638578, 106628012]
[82212583, 193617759, 43856109, 98364625]
[21720706, 134383314, 48751401, 192752179]
[181938804, 42064276, 19038464, 242006777]
[10379212, 12391743, 5269103, 69370743]
[85279524, 125745037, 215982898, 122986639]
[167539219, 192052900, 155852712, 62947256]
[74329510, 39112394, 143983921, 28664603]
[32676012, 43798277, 152559849, 8254359]
[72760936, 12731821, 222657192, 38613719]
[240507357, 88950933, 207300081, 12257833]
[240507357, 88950933, 207300081, 117793122]
[214018668, 83299561, 175438166, 135593671]
[125742946, 13189513, 91868460, 137860352]
[213112826, 31628092, 158921004, 463286]
[28779114, 129128005, 90017851, 50882162]
[19822928, 59458312, 73032326, 143699727]
[106261171, 138199889, 137210997, 59740203]
[145423894, 69234537, 128632445, 244211050]
[74869342, 30527162, 33520167, 94528956]
[9953629, 27976225, 52313431, 24681799]
[173651877, 238763074, 108914390, 209734485]
[32676012, 181814671, 83136017, 107272286]
[169313277, 46027908, 89275938, 12223958]
[111584673, 59739155, 89808464, 182668798]
[63945555, 43536129, 233567826, 11689609]
[226583776, 127890130, 155550477, 200872972]
[164878588, 245665971, 83403291, 59787703]
[211804832, 138574305, 94342188, 23325149]
[108906837, 199773189, 190953520, 25488557]
[162649472, 94017805, 56418915, 117027878]
[20975483, 40976009, 65714292, 134447280]
[92409577, 36859405, 230885280, 45061586]
[48016099, 12649474, 85854525, 206726358]
[166462820, 132071187, 221699968, 70464577]
[239393237, 164714934, 224904743, 111451113]
[233481409, 223580591, 120097124, 25211177]
[218922006, 56951424, 141743022, 146238119]
[139255779, 91820978, 191620793, 47012473]
[220047070, 171574254, 218849336, 6211012]
[13109669, 183281256, 72466759, 42014533]
