[23352730, 119400816]
[53679069, 15200538, 17905676]
[23352730, 176157657, 104680855]
[105174577, 189996941, 28226345]
[139546810, 239589720, 82663224]
[139546810, 239589720, 204186430]
[139546810, 239589720, 32696952]
[92371730, 165264122, 243686011]
[92371730, 165264122, 15220806]
[23352730, 166909107, 97511997]
[92371730, 165264122, 10813963]
[92371730, 165264122, 241478849]
[23352730, 176157657, 148112378]
[23352730, 176157657, 222063616]
[23352730, 166909107, 247298279]
[139546810, 239589720, 239680624]
[23352730, 119400816, 97408865]
[92371730, 165264122, 176624757]
[23352730, 176157657, 113529557]
[92371730, 165264122, 59726294]
[105174577, 163668261, 67716469]
[23352730, 119400816, 101116635]
[23352730, 79325002, 207102661]
[23352730, 166909107, 196552650]
[139546810, 239589720, 81462181]
[23352730, 79325002, 20816071]
[23352730, 79325002, 244087824]
[23352730, 166909107, 80226173]
[23352730, 119400816, 169802274]
[92371730, 165264122, 169635202]
[92371730, 165264122, 84602224]
[23352730, 118618597]
[92371730, 165264122, 171309093]
[23352730, 176157657, 146916260]
[139546810, 239589720, 94008277]
[23352730, 79325002, 145431511]
[23352730, 52051529]
[105174577, 163668261, 101452843]
[23352730, 79325002, 223392624]
[105174577, 163668261, 141125047]
[23352730, 79325002, 134143650]
[105174577, 189996941, 77249160]
[23352730, 166909107, 29787821]
[23352730, 166909107, 150698080]
[23352730, 189675118]
[23352730, 79325002, 112306947]
[92371730, 165264122, 154277659]
[105174577, 163668261, 247324630]
[23352730, 166909107, 27654942]
[23352730, 119400816, 51116954]
[53679069, 15200538, 22074759]
[139546810, 239589720, 112391554]
[53679069, 15200538, 152293894]
[23352730, 79325002, 111503914]
[53679069, 15200538, 43771728]
[53679069, 15200538, 212240657]
[53679069, 15200538, 46352426]
[139546810, 239589720, 185433609]
[23352730, 166909107, 23333783]
[23352730, 79325002, 53534002]
[53679069, 15200538, 140726391]
[139546810, 239589720, 91933906]
[23352730, 219511335]
[23352730, 79325002, 211195872]
[23352730, 141841639]
[139546810, 239589720, 161915254]
[23352730, 79325002, 59145379]
[139546810, 239589720, 151571355]
[23352730, 79325002, 143781745]
[23352730, 166909107, 206394530]
[23352730, 79325002, 59514683]
[23352730, 79325002, 25561902]
[139546810, 239589720, 130038571]
[23352730, 118805472]
[139546810, 239589720, 45084977]
[23352730, 239760749]
[105174577, 189996941, 192864032]
[23352730, 176157657, 741464]
[23352730, 119400816, 156816735]
[53679069, 15200538, 111482025]
[92371730, 165264122, 105438916]
[92371730, 165264122, 12373847]
[23352730, 176157657, 77164284]
[23352730, 119400816, 181239188]
[105174577, 189996941, 222632010]
[23352730, 7888735]
[23352730, 119400816, 241425209]
[23352730, 79325002, 240939709]
[53679069, 15200538, 18820274]
[23352730, 176157657, 6852482]
[23352730, 79325002, 29074059]
[105174577, 189996941, 234819527]
[23352730, 158095337]
[23352730, 176157657, 118080904]
[139546810, 239589720, 189614210]
[105174577, 163668261, 199522180]
[23352730, 119400816, 231208491]
[105174577, 163668261, 220369412]
[139546810, 239589720, 2430795]
[139546810, 239589720, 142684110]
[92371730, 165264122, 229563556]
[105174577, 189996941, 159750603]
[23352730, 166909107, 125995305]
[23352730, 119400816, 110389845]
[23352730, 152645778]
[23352730, 176157657, 90881068]
[23352730, 176157657, 18941823]
[53679069, 15200538, 69728675]
[23352730, 119400816, 76625886]
[23352730, 119400816, 117300758]
[53679069, 15200538, 178888581]
[139546810, 239589720, 222032003]
[139546810, 239589720, 66131103]
[53679069, 15200538, 220748139]
[23352730, 176157657, 105400411]
[105174577, 189996941, 119659884]
[23352730, 79325002, 170924281]
[105174577, 163668261, 206051176]
[139546810, 239589720, 172264752]
[23352730, 79325002, 81111951]
[105174577, 189996941, 234348940]
[23352730, 150132789]
[23352730, 34692373]
[23352730, 189167272]
[92371730, 165264122, 192176559]
[92371730, 165264122, 98196357]
[23352730, 64793108]
[23352730, 136347944]
[105174577, 189996941, 6255991]
[23352730, 85199034]
[23352730, 166909107, 53268194]
[23352730, 166909107, 42449490]
[23352730, 30193127]
[23352730, 159380152]
[105174577, 189996941, 205548876]
[23352730, 176157657, 57193077]
[23352730, 108525525]
[105174577, 189996941, 174601428]
[23352730, 176157657, 171941717]
[23352730, 44378537]
[105174577, 189996941, 17170528]
[105174577, 163668261, 137182874]
[23352730, 166909107, 31259248]
[105174577, 189996941, 185397730]
[92371730, 165264122, 39303589]
[53679069, 15200538, 199991881]
[92371730, 165264122, 147545183]
[53679069, 15200538, 225785380]
[92371730, 165264122, 109199091]
[105174577, 189996941, 201917707]
[23352730, 79325002, 48183602]
[105174577, 163668261, 176428381]
[23352730, 116469537]
[23352730, 166909107, 170575538]
[23352730, 119400816, 1947793]
[105174577, 163668261, 167790215]
[23352730, 10199119]
[23352730, 73626332]
[23352730, 85199731]
[23352730, 166909107, 20268688]
[23352730, 79325002, 146830502]
[92371730, 165264122, 212334314]
[23352730, 119400816, 53229608]
[92371730, 165264122, 90223553]
[105174577, 189996941, 71078961]
[23352730, 176157657, 130883735]
[92371730, 165264122, 168606463]
[92371730, 165264122, 174038808]
[53679069, 15200538, 237749078]
[105174577, 163668261, 56902670]
[105174577, 163668261, 214784328]
[105174577, 189996941, 184838320]
[105174577, 189996941, 114309623]
[139546810, 239589720, 60665796]
[23352730, 79325002, 119933596]
[23352730, 245910402]
[23352730, 79325002, 91341366]
[139546810, 239589720, 104837042]
[23352730, 176157657, 107181291]
[23352730, 79325002, 88999200]
[23352730, 119400816, 230527501]
[23352730, 119400816, 20055021]
[53679069, 15200538, 34179674]
[53679069, 15200538, 185032696]
[23352730, 166909107, 105528450]
[23352730, 166909107, 165131154]
[53679069, 15200538, 82402492]
[23352730, 119400816, 148794010]
[23352730, 119400816, 176852370]
[53679069, 15200538, 198257102]
[105174577, 189996941, 110211859]
[23352730, 79325002, 109331767]
[53679069, 15200538, 113617450]
[23352730, 166909107, 143289272]
[23352730, 166909107, 97231825]
[53679069, 15200538, 33331747]
[139546810, 239589720, 15754745]
[23352730, 119400816, 130246610]
[23352730, 119400816, 132787940]
[23352730, 119400816, 20999490]
[53679069, 15200538, 164011641]
[23352730, 176157657, 234964424]
[139546810, 239589720, 54913980]
[105174577, 163668261, 47305392]
[105174577, 189996941, 57029874]
[53679069, 15200538, 28118639]
[23352730, 79325002, 206178266]
[92371730, 165264122, 226452836]
[23352730, 166909107, 144709160]
[23352730, 119400816, 235344710]
[92371730, 165264122, 243595154]
[23352730, 176157657, 66835972]
[23352730, 166909107, 117383966]
[23352730, 221593148]
[23352730, 119400816, 114680853]
[23352730, 166909107, 28795150]
[92371730, 165264122, 193649580]
[23352730, 176157657, 84836443]
[23352730, 79325002, 47735241]
[139546810, 239589720, 152842883]
[105174577, 189996941, 58966164]
[105174577, 189996941, 223007662]
[23352730, 79325002, 19076817]
[92371730, 165264122, 204918215]
[139546810, 239589720, 211187745]
[139546810, 239589720, 137974286]
[23352730, 166909107, 111298856]
[23352730, 119400816, 72485671]
[23352730, 119400816, 104812642]
[23352730, 166909107, 119219779]
[23352730, 18561680]
[23352730, 170047604]
[92371730, 165264122, 217872280]
[23352730, 44459726]
[23352730, 176157657, 243402582]
[53679069, 15200538, 48358011]
[23352730, 38416105]
[23352730, 166909107, 70804692]
[92371730, 165264122, 71239541]
[23352730, 166909107, 207028398]
[92371730, 165264122, 85425820]
[105174577, 163668261, 117116066]
[23352730, 199564767]
[23352730, 119400816, 44826228]
[23352730, 119400816, 134533501]
[92371730, 165264122, 17710487]
[23352730, 106827854]
[105174577, 163668261, 194179319]
[23352730, 119400816, 164725892]
[139546810, 239589720, 16823708]
[23352730, 119400816, 224895299]
[23352730, 176157657, 151301606]
[92371730, 165264122, 226071135]
[23352730, 119400816, 70886713]
[105174577, 189996941, 73440888]
[105174577, 163668261, 117035168]
[105174577, 189996941, 165285844]
[23352730, 79325002, 102853166]
[139546810, 239589720, 100397248]
[139546810, 239589720, 46626340]
[23352730, 176157657, 11055545]
[139546810, 239589720, 46820215]
[23352730, 119400816, 221183729]
[23352730, 176157657, 239033767]
[105174577, 163668261, 40124387]
[23352730, 79325002, 86726406]
[23352730, 176157657, 154536792]
[105174577, 163668261, 27619620]
[23352730, 176157657, 137611464]
[53679069, 15200538, 30975815]
[105174577, 189996941, 16636416]
[23352730, 166909107, 176631729]
[92371730, 165264122, 117581166]
[23352730, 79325002, 67526219]
[105174577, 189996941, 93083483]
[92371730, 165264122, 65977443]
[23352730, 176157657, 196669121]
[105174577, 189996941, 129673700]
[53679069, 15200538, 34923159]
[23352730, 176157657, 7966960]
[92371730, 165264122, 194704475]
[139546810, 239589720, 227348966]
[23352730, 176157657, 88110482]
[23352730, 79325002, 208764138]
[23352730, 176157657, 162147756]
[53679069, 15200538, 220783290]
[53679069, 15200538, 179111791]
[92371730, 165264122, 166760576]
[53679069, 15200538, 115489706]
[23352730, 166909107, 223833940]
[23352730, 119400816, 35504868]
[105174577, 163668261, 239084319]
[105174577, 189996941, 140793026]
[53679069, 15200538, 163679767]
[105174577, 189996941, 10305121]
[92371730, 165264122, 37402827]
[53679069, 15200538, 218319215]
[105174577, 189996941, 86278530]
[139546810, 239589720, 67007378]
[23352730, 81050692]
[23352730, 166909107, 107964368]
[92371730, 165264122, 121704617]
[23352730, 79325002, 199901601]
[23352730, 166909107, 69808407]
[92371730, 165264122, 31207120]
[23352730, 79325002, 9414443]
[105174577, 189996941, 140412015]
[53679069, 15200538, 34205070]
[105174577, 189996941, 43214665]
[105174577, 163668261, 77934320]
[105174577, 189996941, 64329479]
[23352730, 119400816, 62064057]
[105174577, 163668261, 154239439]
[23352730, 79325002, 198798967]
[23352730, 79325002, 31089293]
[23352730, 119400816, 216356171]
[23352730, 176157657, 168724981]
[23352730, 166909107, 247507143]
[23352730, 5192191]
[23352730, 79325002, 154703930]
[23352730, 79325002, 87356030]
[105174577, 189996941, 214131307]
[23352730, 138931940]
[139546810, 239589720, 31009567]
[105174577, 189996941, 28739596]
[92371730, 165264122, 74781145]
[139546810, 239589720, 149038718]
[92371730, 165264122, 242777015]
[23352730, 166909107, 235767066]
[23352730, 196299892]
[105174577, 163668261, 219104645]
[139546810, 239589720, 87831384]
[23352730, 79325002, 121545827]
[92371730, 165264122, 141732604]
[53679069, 15200538, 72693265]
[23352730, 79325002, 203498359]
[105174577, 163668261, 101259359]
[105174577, 189996941, 54530928]
[23352730, 79325002, 210947253]
[139546810, 239589720, 229160160]
[139546810, 239589720, 201285373]
[23352730, 176157657, 171887048]
[105174577, 189996941, 146830371]
[23352730, 79325002, 137576728]
[92371730, 165264122, 219350420]
[105174577, 189996941, 120317454]
[23352730, 79325002, 99202257]
[23352730, 166909107, 29982903]
[23352730, 147732366]
[23352730, 169685582]
[53679069, 15200538, 246746657]
[23352730, 157964709]
[92371730, 165264122, 126327856]
[92371730, 165264122, 192026437]
[92371730, 165264122, 149288843]
[23352730, 166909107, 52126121]
[23352730, 176157657, 170981504]
[23352730, 163240785]
[23352730, 166909107, 66824469]
[23352730, 91804848]
[139546810, 239589720, 23873527]
[23352730, 176157657, 180473091]
[23352730, 119400816, 1099942]
[53679069, 15200538, 79210531]
[23352730, 176157657, 241182106]
[105174577, 163668261, 139957256]
[92371730, 165264122, 31252039]
[53679069, 15200538, 162658649]
[53679069, 15200538, 131736796]
[23352730, 166909107, 119203681]
[53679069, 15200538, 202136141]
[105174577, 163668261, 106468525]
[139546810, 239589720, 75412872]
[23352730, 176157657, 177109860]
[105174577, 163668261, 179529805]
[23352730, 79325002, 52702465]
[53679069, 15200538, 91490609]
[53679069, 15200538, 157149447]
[53679069, 15200538, 106433940]
[23352730, 79325002, 181718906]
[92371730, 165264122, 28877468]
[105174577, 189996941, 146582863]
[53679069, 15200538, 186956182]
[23352730, 119400816, 155302134]
[23352730, 175199576]
[23352730, 166909107, 201742586]
[105174577, 189996941, 123042443]
[23352730, 119400816, 94442852]
[23352730, 77452301]
[105174577, 189996941, 166650059]
[23352730, 176157657, 147124977]
[23352730, 79325002, 35692555]
[23352730, 79325002, 232289893]
[23352730, 176157657, 32875758]
[23352730, 79325002, 93226781]
[23352730, 176157657, 137100367]
[23352730, 222450524]
[23352730, 79325002, 239491160]
[23352730, 119400816, 64387642]
[23352730, 166909107, 117800346]
[23352730, 119400816, 156262448]
[105174577, 163668261, 179439091]
[105174577, 189996941, 64174247]
[23352730, 64719408]
[23352730, 119400816, 19002123]
[105174577, 189996941, 152015273]
[139546810, 239589720, 200240296]
[139546810, 239589720, 33966084]
[23352730, 79325002, 175780485]
[105174577, 163668261, 186138840]
[105174577, 189996941, 226019839]
[23352730, 176157657, 84365924]
[53679069, 15200538, 51403338]
[139546810, 239589720, 69015049]
[23352730, 166909107, 223790491]
[105174577, 163668261, 34670682]
[139546810, 239589720, 150101624]
[105174577, 163668261, 158171119]
[139546810, 239589720, 171316103]
[105174577, 163668261, 155497074]
[139546810, 239589720, 192164757]
[53679069, 15200538, 21466026]
[105174577, 189996941, 185317193]
[23352730, 176157657, 79048253]
[92371730, 165264122, 195144450]
[23352730, 166909107, 106026649]
[23352730, 18863526]
[105174577, 189996941, 45124686]
[23352730, 119400816, 93846207]
[139546810, 239589720, 166132951]
[23352730, 119400816, 176433978]
[23352730, 8866333]
[23352730, 230382861]
[105174577, 189996941, 152545820]
[23352730, 176157657, 205992044]
[105174577, 163668261, 166083319]
[139546810, 239589720, 112981555]
[23352730, 79325002, 47779353]
[105174577, 189996941, 133286388]
[23352730, 119400816, 60367899]
[23352730, 176157657, 28836824]
[23352730, 79325002, 54070076]
[23352730, 166909107, 85992892]
[23352730, 166909107, 2870720]
[105174577, 189996941, 119685161]
[92371730, 165264122, 61178206]
[23352730, 119400816, 43584023]
[139546810, 239589720, 27292320]
[139546810, 239589720, 122300741]
[23352730, 166909107, 213097001]
[23352730, 176157657, 102563642]
[23352730, 79325002, 177996560]
[23352730, 176157657, 109802088]
[105174577, 189996941, 29164703]
[23352730, 79325002, 176925673]
[92371730, 165264122, 112786550]
[53679069, 15200538, 72137002]
[23352730, 176157657, 100093569]
[23352730, 166909107, 246217963]
[139546810, 239589720, 3942058]
[23352730, 79325002, 235619504]
[23352730, 166909107, 23388810]
[23352730, 166909107, 238732390]
[105174577, 163668261, 86216302]
[23352730, 79325002, 239332998]
[23352730, 248415241]
[105174577, 189996941, 167506794]
[53679069, 15200538, 143187421]
[53679069, 15200538, 29384757]
[23352730, 79325002, 211959457]
[92371730, 165264122, 239741595]
[23352730, 134434964]
[23352730, 176157657, 47141017]
[105174577, 163668261, 218114222]
[23352730, 79325002, 176302155]
[139546810, 239589720, 21926787]
[23352730, 119400816, 91298761]
[23352730, 79325002, 20933826]
[23352730, 176157657, 28669142]
[23352730, 166909107, 37630623]
[23352730, 119400816, 144910275]
[139546810, 239589720, 116747933]
[105174577, 189996941, 142987936]
[23352730, 68965907]
[92371730, 165264122, 221460993]
[23352730, 119400816, 30223896]
[105174577, 163668261, 124339784]
[23352730, 166909107, 100992793]
[139546810, 239589720, 68116788]
[105174577, 189996941, 130238130]
[139546810, 239589720, 208856904]
[23352730, 79325002, 155215383]
[23352730, 176157657, 2331250]
[23352730, 79325002, 105552088]
[139546810, 239589720, 179015499]
[23352730, 166909107, 148964345]
[105174577, 189996941, 114122201]
[53679069, 15200538, 9001628]
[105174577, 189996941, 163634227]
[23352730, 176157657, 93273522]
[105174577, 189996941, 198948116]
[139546810, 239589720, 33307253]
[139546810, 239589720, 92758005]
[23352730, 93939428]
[23352730, 166909107, 202517120]
[105174577, 163668261, 36085595]
[53679069, 15200538, 245124099]
[23352730, 166909107, 143251342]
[23352730, 119400816, 180066978]
[53679069, 15200538, 37136686]
[23352730, 166909107, 28011420]
[53679069, 15200538, 149197541]
[23352730, 166909107, 235479492]
[23352730, 166909107, 238577452]
[105174577, 189996941, 161134942]
[23352730, 79325002, 20959847]
[105174577, 163668261, 130883268]
[92371730, 165264122, 144374799]
[23352730, 209334847]
[23352730, 176157657, 8684759]
[23352730, 79325002, 77655720]
[139546810, 239589720, 173798377]
[23352730, 119400816, 18844443]
[92371730, 165264122, 1997369]
[23352730, 146166062]
[23352730, 166909107, 83343871]
[23352730, 166909107, 56970291]
[23352730, 166909107, 6956964]
[23352730, 166909107, 154204921]
[53679069, 15200538, 5669284]
[23352730, 119400816, 45903709]
[139546810, 239589720, 211710832]
[105174577, 189996941, 108148598]
[23352730, 43170244]
[105174577, 163668261, 150850900]
[53679069, 15200538, 246554386]
[23352730, 119400816, 89521016]
[105174577, 189996941, 81887382]
[139546810, 239589720, 189987917]
[92371730, 165264122, 43523094]
[23352730, 166909107, 5357158]
[23352730, 162648406]
[23352730, 119400816, 196383325]
[23352730, 166909107, 35864414]
[53679069, 15200538, 129623065]
[23352730, 79325002, 229814073]
[23352730, 184094215]
[23352730, 176157657, 102922411]
[92371730, 165264122, 73934426]
[105174577, 189996941, 167063136]
[105174577, 163668261, 174555881]
[23352730, 176157657, 25579807]
[23352730, 119400816, 92505583]
