[189558414, 165918446]
[125297590, 105327896, 226566196]
[13886713, 25432361, 221402600]
[112000692, 176164101, 10519305]
[174915493, 109111730, 174058282]
[214976764, 192509437, 6197937]
[136727690, 26278986, 158033594]
[47818127, 142141932, 141887546]
[63945555, 45044359, 161194737]
[170206712, 12111425, 193370944]
[210170368, 82551789, 9954928]
[61057997, 92224620, 171220789]
[134509180, 133961499, 175658181]
[96343362, 5846392, 107373692]
[218542507, 15545, 224371358]
[128833818, 179713442, 37093147]
[194815188, 136510191, 210044753]
[38248336, 193008474, 43852296]
[210253789, 186269903, 83963274]
[190361006, 53123211, 1533955]
[83435517, 87688558, 74971662]
[38248336, 193008474, 64827629]
[211804832, 138574305, 133856608]
[19161165, 79144175, 28116430]
[115889120, 104638425, 100464731]
[214466091, 82210690, 195160732]
[60949251, 223791664, 103854803]
[188932858, 122049085, 103344130]
[47818127, 78480358, 246735346]
[104573498, 121415770, 100579889]
[16408393, 153037207, 169456643]
[164878588, 146312300, 200710034]
[31297005, 43045308, 103492303]
[80017818, 129207551, 210596420]
[243854923, 131996813, 143905498]
[160482675, 152741116, 136419525]
[183179259, 132813165, 80868984]
[169744084, 68986932, 113118062]
[8685447, 234393374, 146940291]
[147518822, 122122603, 43522325]
[243714234, 32362445, 185019096]
[171272310, 63221876, 188623356]
[155939215, 2597427, 135630645]
[83222023, 236466475, 9938386]
[94970487, 8847874, 159046073]
[43279741, 61942618, 56717069]
[243714234, 87964702, 174733067]
[211725820, 3180768, 54083911]
[124619536, 207277790, 110433650]
[207966434, 70493937, 44056994]
[173377106, 208385463, 241784845]
[19981799, 82782043, 147965854]
[76832338, 26212015, 174086128]
[198727197, 42087152, 217681060]
[164878588, 71104523, 154611301]
[61057997, 92224620, 144640482]
[169367494, 62025314, 30748980]
[25001273, 6626874, 100844143]
[72895078, 17932490, 62115811]
[245320332, 130954244, 80071869]
[115536302, 175461114, 221505781]
[9953629, 187022359, 32003161]
[205226715, 6410317, 156606069]
[239208748, 140345608, 3399236]
[55808678, 42425852, 71454232]
[106335033, 211418663, 149278430]
[139407978, 30753859, 175479857]
[152051790, 234808695, 103010844]
[115889120, 72882766, 100663286]
[74869342, 220737497, 223502990]
[222119453, 85409032, 169999939]
[126015619, 3034421, 74922903]
[73351518, 593821, 179776475]
[185021265, 120449815, 33421121]
[246969109, 190382624, 44284205]
[20649053, 57947421, 91808427]
[13886713, 84410896, 90301495]
[165168983, 190835370, 144849197]
[95282921, 131883630, 32862958]
[173377106, 137770236, 33513100]
[147630629, 81750284, 117497629]
[28779114, 181551140, 143893428]
[82205394, 64233566, 91784210]
[147630629, 81750284, 168807951]
[83435517, 31853407, 173129632]
[161004947, 154333658, 37130445]
[82205394, 222031531, 88254728]
[20649053, 159297347, 127045388]
[115917063, 103808976, 163413439]
[239393237, 125604638, 155165286]
[47818127, 142141932, 58958942]
[16408393, 191831767, 231309088]
[166720794, 133996207, 180471154]
[28939697, 123364048, 62158064]
[114104208, 221799532, 207239194]
[78660930, 30808957, 158120154]
[121773903, 154727771, 239944377]
[155906635, 180949973, 110277507]
[152760441, 85947700, 222632788]
[90043963, 150300186, 90155294]
[80810737, 60516862, 90029305]
[169313277, 37558859, 186907533]
[92642016, 202561875, 76181666]
[42239749, 151051296, 67723567]
[70079855, 36823935, 244017764]
[149858644, 36004152, 154950226]
[35552242, 162669051, 196306420]
[239554898, 189875412, 49697334]
[133122770, 43283876, 106267877]
[231967018, 205292596, 175746749]
[82212583, 193617759, 229710806]
[162374829, 40832358, 239786328]
[205972194, 92870195, 23901377]
[28779114, 181551140, 160359350]
[60417925, 70729437, 230824729]
[169717436, 168877842, 215472580]
[154023279, 92392996, 36059395]
[167030917, 87573310, 86533916]
[139407978, 13422933, 158594345]
[115917063, 113950444, 220536052]
[176878569, 136597471, 16924101]
[132487088, 32334751, 230845431]
[84732876, 241789311, 51158433]
[127187282, 231831, 192862359]
[192049153, 243314197, 202884183]
[118692768, 135569123, 235003364]
[184452350, 76673988, 137895707]
[106261171, 44990710, 84180592]
[44567748, 126898771, 231939231]
[195122300, 168264111, 144973839]
[92642016, 206871972, 82454350]
[168481628, 104407296, 98592002]
[86090961, 198884680, 34479806]
[202536968, 98935436, 168252167]
[151076444, 49509681, 117385960]
[49986552, 151382489, 135788556]
[187793648, 136876475, 18610082]
[225534006, 51753866, 37997147]
[152051790, 150615245, 235255563]
[35552242, 93220486, 125741075]
[61057997, 61487253, 209834315]
[72895078, 17932490, 92717563]
[219868898, 21390277, 239043661]
[111584673, 59739155, 38472718]
[131161949, 144682912, 21765]
[244452499, 136961383, 137562003]
[176878569, 136597471, 194285120]
[58430490, 28910503, 34855309]
[130878206, 145515555, 168327580]
[80765703, 141535867, 111802830]
[233262282, 175781065, 98289777]
[167030917, 87573310, 93666394]
[22619776, 75911925, 51672452]
[66929354, 235024254, 41041667]
[199976190, 8845771, 2401655]
[233365345, 69179940, 6527033]
[128833818, 179713442, 136477652]
[121773903, 154727771, 29264690]
[102428331, 177733082, 49177071]
[113599894, 81589506, 135278505]
[20975483, 21156051, 216769522]
[215795196, 174266546, 88709834]
[28779114, 224985786, 1422564]
[245186357, 53095622, 90895577]
[245186357, 143556835, 27331666]
[240322167, 86612572, 32046710]
[108304558, 21000924, 211503101]
[149858644, 36004152, 220251945]
[166462820, 132071187, 221699968]
[145167082, 229410076, 181112402]
[210170368, 82551789, 5389952]
[60290327, 198465013, 77027294]
[185689250, 29322618, 47717353]
[27929889, 82163150, 44886673]
[123288860, 18698664, 181379824]
[47818127, 167801621, 115481438]
[74329510, 39112394, 149552561]
[89417505, 243171962, 94260887]
[169313277, 113857410, 194051391]
[96343362, 5846392, 122192916]
[58430490, 28910503, 231205634]
[188932858, 122049085, 230506379]
[45265502, 45886455, 220377977]
[171272310, 63221876, 221519298]
[125211972, 143541726, 231146107]
[145423894, 46325335, 85850806]
[239679406, 224062054, 66225943]
[242996793, 160266257, 131812854]
[211804832, 156354737, 75104418]
[140347209, 25798347, 224420618]
[49431804, 239753856, 208602717]
[19822928, 44523569, 28629586]
[113599894, 61369480, 174229618]
[115889120, 104638425, 23522956]
[173651877, 2691172, 241114301]
[80803338, 160821069, 163924146]
[190361006, 52513827, 134702602]
[205407009, 148681891, 80218833]
[106261171, 126184161, 170418784]
[218922006, 196129795, 51264953]
[245186357, 53095622, 30724512]
[244685538, 148369074, 214369453]
[147518822, 122122603, 125201665]
[106261171, 124313093, 1704937]
[108304558, 141444190, 178258321]
[85998254, 223193043, 136175109]
[93206151, 125675907, 100796300]
[164878588, 245665971, 149850322]
[24231581, 231409653, 128405586]
[24231581, 204363700, 188534854]
[60798500, 147313162, 242820467]
[19175843, 71141250, 189678910]
[76832338, 162807332, 97857332]
[152760441, 85947700, 95922677]
[75857740, 82351932, 111958004]
[220463203, 64559263, 244685823]
[169744084, 68986932, 107497996]
[5297002, 160300514, 56330261]
[246969109, 27247658, 144491999]
[37099163, 168757601, 67054613]
[20649053, 57947421, 89297340]
[88331270, 168225445, 199179827]
[154023279, 69813054, 206000863]
[121773903, 83826990, 148251090]
[5721935, 75744963, 199408465]
[194815188, 22571434, 162590746]
[115917063, 103808976, 206864205]
[113075252, 78142983, 145365676]
[79009743, 115146509, 4730386]
[117485685, 174210268, 190737127]
[118692768, 135569123, 179162329]
[142726518, 13009925, 2908988]
[85279524, 136537575, 136603087]
[22619776, 37360844, 2519719]
[88331270, 225549642, 208990814]
[239393237, 125604638, 55379444]
[45933536, 152394615, 157716850]
[113588501, 235482425, 172181567]
[198727197, 42087152, 56502487]
[148907630, 46740253, 17823947]
[245186357, 179224212, 48696411]
[133122770, 211224738, 147908225]
[205340485, 82942229, 20987358]
[11002910, 71226924, 1042420]
[226962391, 114645840, 93838486]
[45265502, 184898357, 96705635]
[224589236, 117889359, 171858417]
[99046567, 139422531, 215535354]
[192049153, 16345858, 216215980]
[236067876, 59899452, 45442566]
[113599894, 61369480, 157524523]
[172696320, 32584832, 141894904]
[151970870, 105653424, 233966811]
[194815188, 22571434, 37123386]
[92642016, 206871972, 85360914]
[218542507, 15545, 82329052]
[74256662, 133612070, 137759759]
[127210407, 163387181, 22526649]
[60290327, 187049375, 208593454]
[214466091, 35650223, 143621235]
[233481409, 68748846, 768958]
[218281183, 239086158, 20487638]
[145167082, 229410076, 69755397]
[80810737, 125557316, 206567714]
[106213047, 178262686, 222859927]
[243714234, 202223426, 44226616]
[170206712, 12111425, 20233337]
[231967018, 205292596, 238424437]
[125297590, 105327896, 32581670]
[128396256, 156921189, 229700662]
[25831861, 107167498, 165722372]
[145423894, 46325335, 246308382]
[28939697, 83720688, 225642628]
[163042645, 87527887, 131024726]
[214466091, 35650223, 38171360]
[85998254, 248045083, 62473230]
[8912603, 94169358, 1568834]
[106335033, 136435540, 138094231]
[231967018, 30051911, 106832460]
[106261171, 126184161, 110053059]
[136727690, 211246904, 3130058]
[45635097, 32671900, 53467400]
[213662353, 24528257, 8426499]
[77215159, 54679462, 219431181]
[90480851, 90748674, 81913989]
[88331270, 147368379, 167531902]
[152760441, 41836273, 135594911]
[22619776, 109555255, 163654957]
[155906635, 180949973, 160444059]
[147630629, 151334426, 144765751]
[236067876, 59899452, 196607543]
[115889120, 104638425, 175827151]
[146418165, 238957552, 154861700]
[147518822, 88485269, 23012252]
[9953629, 27976225, 18956968]
[37206059, 139096211, 187559954]
[113588501, 213680554, 246789865]
[42779529, 27928593, 26032038]
[113075252, 2913513, 125047998]
[183340201, 189313754, 127995233]
[169717436, 168877842, 7759128]
[101060348, 149510120, 78999704]
[44567748, 126898771, 144765484]
[28939697, 123364048, 4619518]
[42239749, 105866649, 27883112]
[185689250, 29322618, 4100445]
[185575805, 23814296, 5593470]
[145423894, 46325335, 102214396]
[182613668, 130660602, 53473009]
[121975721, 14824860, 227395016]
[214466091, 35650223, 156784111]
[155906635, 105159978, 210397563]
[74256662, 133612070, 36047625]
[145167082, 229410076, 37583797]
[117485685, 247239338, 26810859]
[20621167, 160721844, 80596936]
[70079855, 193500539, 114359963]
[118692768, 216035861, 68331622]
[173651877, 210339074, 218448251]
[203651932, 134899720, 185244774]
[155939215, 2597427, 140003475]
[49431804, 24092436, 92023561]
[49431804, 122002231, 192216194]
[125211972, 143541726, 212585833]
[239208748, 140345608, 160918011]
[80803338, 160821069, 210061502]
[137211934, 209134723, 202093430]
[117422950, 182157230, 77348922]
[211510271, 46724623, 99477488]
[8912603, 94169358, 207199368]
[196525588, 123491644, 98586408]
[45635097, 32671900, 90046822]
[97733179, 60584128, 86226082]
[18886745, 171114377, 121825680]
[137211934, 209134723, 129852294]
[169744084, 68986932, 18050415]
[121975721, 42062284, 1806202]
[246969109, 27247658, 211676931]
[182613668, 118064322, 244549759]
[149858644, 196436553, 34380240]
[146418165, 238957552, 11554721]
[84732876, 241789311, 57121315]
[240507357, 41775614, 191209216]
[218922006, 196129795, 131288934]
[227085835, 146934373, 148571485]
[79009743, 220218071, 203235526]
[48010339, 198372177, 234167738]
[136301248, 173237109, 236047669]
[159080285, 121798087, 73454795]
[22619776, 178224923, 7868653]
[63174497, 133172007, 46428227]
[211510271, 40815467, 164563041]
[139407978, 30753859, 217172347]
[123465332, 65575915, 241272195]
[233365345, 69179940, 233415165]
[103795362, 77377293, 162264657]
[174915493, 109111730, 123056639]
[160482675, 157441112, 106063181]
[19175843, 71141250, 181433745]
[121690776, 115201947, 49600776]
[117155021, 75604729, 107253652]
[176878569, 107188144, 199777065]
[166462820, 196524401, 172740292]
[108304558, 216509648, 100462193]
[96578724, 13602607, 219462345]
[47126416, 35555178, 21028948]
[43279741, 63680851, 235430684]
[173932799, 241111611, 45424190]
[47818127, 79352044, 180342514]
[75663637, 64777566, 81879035]
[54986510, 243815304, 12593310]
[145167082, 229410076, 28762952]
[239679406, 224062054, 16792172]
[31306188, 77504286, 65644375]
[218922006, 139790624, 162491054]
[27154418, 2070364, 154566045]
[243335563, 192363260, 233291372]
[80765703, 141535867, 200311305]
[59461186, 63415468, 159607613]
[211804832, 131182141, 35282658]
[92409577, 127201543, 156528808]
[154023279, 69813054, 222254553]
[103795362, 77377293, 135060357]
[115917063, 103808976, 234726416]
[21720706, 134383314, 98747577]
[121975721, 107116936, 158123499]
[136301248, 87052494, 164165449]
[135890512, 174840332, 183477357]
[125211972, 143541726, 167239449]
[240322167, 180066429, 120560934]
[24623812, 151841575, 23993889]
[124619536, 130322199, 94750581]
[28779114, 224985786, 241492510]
[38248336, 193008474, 71767442]
[96343362, 100486110, 89987763]
[106213047, 138349628, 224400001]
[128396256, 156921189, 58938101]
[20195691, 76067494, 243191721]
[31306188, 77504286, 68708208]
[104933563, 21546646, 199216700]
[40401329, 133505597, 142318915]
[174915493, 10216631, 163788407]
[161004947, 183664940, 164909294]
[240322167, 180066429, 172890032]
[20975483, 71259546, 177952915]
[155770077, 125273507, 227188912]
[218922006, 139790624, 45762399]
[133675659, 107009531, 31742336]
[160482675, 157441112, 163370710]
[150812197, 91890892, 62100529]
[80017818, 129207551, 215391226]
[83435517, 160810926, 182211307]
[71126603, 195320975, 1658669]
[84732876, 16710477, 220390986]
[31297005, 43045308, 30836029]
[207966434, 70493937, 245517812]
[204923669, 50635880, 156837919]
[244452499, 124956772, 10283837]
[218542507, 210706211, 244372195]
[121690776, 115201947, 170685288]
[116313481, 65756171, 110886412]
[45933536, 152394615, 95592213]
[7000320, 6616045, 191954692]
[94480132, 224496024, 180471029]
[126416466, 38041496, 219255801]
[32676012, 232977105, 4090579]
[62597575, 167718560, 148830426]
[192049153, 243314197, 221079369]
[197930535, 234635560, 135700399]
[134509180, 133961499, 157408768]
[184452350, 76673988, 118948775]
[88331270, 168225445, 86011522]
[104652219, 82118766, 60506458]
[102042198, 246277992, 202342621]
[125211972, 224821293, 235122013]
[169313277, 9510243, 157972758]
[83435517, 31853407, 206066873]
[197022686, 78851938, 66430675]
[213112826, 25516838, 8960197]
[244685538, 92361093, 39765622]
[60417925, 159601639, 127365411]
[40401329, 133505597, 171377032]
[233262282, 231812234, 239226994]
[123668162, 11044457, 10181306]
[160895831, 96828110, 133936147]
[210253789, 186269903, 217434713]
[13886713, 84410896, 162105927]
[115917063, 113950444, 11710464]
[18782487, 203178984, 177599328]
[8312140, 4138665, 58946183]
[18886745, 225393292, 131346664]
[9953629, 27976225, 52313431]
[48010339, 198372177, 97784389]
[187793648, 136876475, 10372588]
[152760441, 41836273, 30896378]
[25001273, 6626874, 94959099]
[124619536, 207277790, 175396456]
[19078720, 134176281, 97678290]
[185021265, 204455866, 169446787]
[47163196, 31168336, 68213352]
[169492383, 26111971, 116011520]
[46100675, 222867026, 237827967]
[168408190, 86291210, 103171848]
[48016099, 211611580, 166818747]
[60290327, 111591637, 81847261]
[244685538, 202320834, 163728598]
[70079855, 193500539, 111789775]
[76832338, 162807332, 39216064]
[61385347, 78634328, 49265389]
[202536968, 23847113, 42109001]
[132487088, 32334751, 132081472]
[239554898, 231847501, 34497059]
[125742946, 13189513, 135381912]
[108906837, 93537068, 12970804]
[166462820, 196524401, 245490118]
[104652219, 82118766, 94719030]
[25831861, 21261, 45600422]
[245186357, 179224212, 161686578]
[243437450, 183223320, 84862977]
[133122770, 211224738, 11894956]
[37099163, 168757601, 121115256]
[234718713, 240378660, 227113876]
[185689250, 229926954, 134228468]
[173932799, 86115254, 165708890]
[60417925, 70729437, 195152800]
[181296040, 94487627, 139770570]
[75663637, 64777566, 167771934]
[96578724, 13602607, 247794187]
[83222023, 236466475, 52129223]
[121975721, 42062284, 236881857]
[60798500, 147313162, 8174130]
[27154418, 2070364, 201361890]
[59461186, 177985189, 150223577]
[92409577, 36859405, 37280053]
[97733179, 71749796, 214072362]
[211316160, 37095821, 213065153]
[24231581, 204363700, 238100049]
[211316160, 37095821, 155886077]
[184452350, 117534910, 85483031]
[20195691, 248537501, 126515551]
[193806968, 470386, 241413955]
[19175843, 96824979, 20017724]
[85998254, 162985936, 104829915]
[169717436, 214896517, 198038828]
[228705482, 141241734, 54667178]
[48016099, 60612335, 154310192]
[242767556, 223313203, 87253760]
[59717361, 134711651, 157115586]
[183179259, 89443200, 72258247]
[126416466, 38041496, 121522081]
[136727690, 201735294, 56155730]
[174915493, 112884756, 125718975]
[245186357, 143556835, 3045299]
[32676012, 181814671, 60123780]
[136301248, 129895494, 206898956]
[142682117, 47446541, 133852380]
[25831861, 107167498, 179856847]
[161928706, 114233017, 27038449]
[204923669, 241002532, 23304224]
[174915493, 112884756, 44200768]
[231317122, 157627508, 1516801]
[40401329, 76040311, 186142792]
[27154418, 2070364, 105312578]
[104933563, 21546646, 183767538]
[164878588, 146312300, 73752375]
[228705482, 162198097, 160241836]
[90480851, 90748674, 131201992]
[132487088, 222841995, 40832154]
[244685404, 212381657, 160051703]
[72760936, 139060137, 247176504]
[144198019, 80312031, 133366253]
[182613668, 214215086, 16842530]
[169717436, 38933966, 194968929]
[101068407, 38221698, 183075554]
[139255779, 148161601, 189707067]
[199976190, 56628013, 186092771]
[245186357, 51214878, 100226777]
[48376133, 51740868, 108055681]
[168481628, 26849880, 99223874]
[185689250, 29322618, 161736786]
[60417925, 70729437, 107973405]
[239393237, 164714934, 240019004]
[239554898, 189875412, 10502777]
[155906635, 105159978, 174753818]
[151076444, 82790764, 165506099]
[236067876, 59899452, 118396239]
[113588501, 213680554, 214793696]
[243335563, 192363260, 139990440]
[239554898, 105465088, 114813059]
[154517430, 86928574, 93241564]
[22619776, 15424767, 102941135]
[193806968, 470386, 84223040]
[154517430, 186727147, 100795354]
[147805946, 82011458, 224843187]
[19822928, 59458312, 196516582]
[173932799, 86115254, 40596582]
[8912603, 94169358, 242706277]
[108906837, 199773189, 134042795]
[60417925, 190170276, 246551820]
[239393237, 164714934, 224904743]
[23191613, 190487640, 215382698]
[52426013, 145770807, 213412683]
[171272310, 63221876, 210538020]
[119048721, 211230462, 175230993]
[27929889, 82163150, 184177792]
[133122770, 132100747, 186954027]
[214976764, 192509437, 89899516]
[106261171, 138199889, 104054770]
[112000692, 137625108, 10124224]
[20621167, 224126767, 69421085]
[239679406, 224062054, 149254120]
[244452499, 16903407, 56297939]
[154023279, 69813054, 120222816]
[24231581, 212029642, 193772604]
[231488027, 27827091, 142071433]
[19175843, 71141250, 212004444]
[243437450, 183223320, 40803718]
[13886713, 84410896, 215443846]
[118692768, 135569123, 194140183]
[102042198, 246277992, 221220501]
[190361006, 52513827, 153936917]
[242854898, 196699741, 95409569]
[168481628, 26849880, 73817580]
[12731419, 188372106, 188808456]
[80810737, 125557316, 235009516]
[183179259, 89443200, 139623817]
[8685447, 234393374, 72217395]
[211316160, 37095821, 124213554]
[174915493, 151627699, 128992549]
[172696320, 32584832, 25433741]
[94480132, 224496024, 173107429]
[125742946, 109111893, 23537301]
[169313277, 46027908, 123178795]
[60798500, 147313162, 107258742]
[244452499, 124956772, 50735279]
[199976190, 40927225, 165183370]
[121975721, 14824860, 223787821]
[133675659, 107009531, 91056248]
[43279741, 61942618, 19506764]
[117155021, 75604729, 108229477]
[152051790, 150615245, 164531900]
[171272310, 63221876, 214945124]
[47126416, 35555178, 9512299]
[18886745, 77645596, 221269763]
[48376133, 167048627, 163749702]
[131161949, 52413873, 124234046]
[16755745, 67898531, 140482098]
[233481409, 68748846, 166174972]
[160482675, 174482424, 204298309]
[90003289, 200663835, 123053678]
[31297005, 54490622, 196909076]
[20195691, 248537501, 40569467]
[124619536, 130322199, 204503463]
[159080285, 121798087, 172897207]
[114104208, 221799532, 102961592]
[121773903, 154727771, 123225629]
[51132729, 24067603, 210896148]
[23310579, 94561039, 119530289]
[174915493, 134987011, 99529635]
[220047070, 171574254, 206972901]
[115536302, 175461114, 111344854]
[147630629, 151334426, 141540138]
[132487088, 223658056, 179131733]
[221615651, 43084408, 138087207]
[174915493, 134987011, 48381013]
[108906837, 199773189, 190953520]
[125211972, 224821293, 189879051]
[146418165, 99355176, 14399567]
[155906635, 105159978, 17879099]
[239393237, 197938988, 110381922]
[19175843, 157432727, 224030689]
[19078720, 134176281, 223146843]
[233262282, 136175078, 226561254]
[136727690, 121954494, 234455809]
[84520636, 109802059, 150681763]
[204923669, 55371512, 130550037]
[7000320, 6616045, 120523585]
[211510271, 46724623, 65219096]
[87496049, 100083120, 41335377]
[118692768, 96103195, 175948748]
[179498829, 84856051, 108874846]
[49431804, 24092436, 164436112]
[221959728, 171317621, 124982271]
[226962391, 159214288, 126706460]
[151076444, 37107483, 62943816]
[92409577, 36859405, 69765169]
[54766111, 6971070, 63507434]
[152865647, 217823748, 87839746]
[200983886, 183438491, 68032317]
[154551859, 47812082, 77984318]
[185689250, 188949276, 55068672]
[72760936, 3767875, 161254453]
[79009743, 220218071, 141890391]
[45303027, 62632160, 148977536]
[61057997, 92224620, 87481497]
[244452499, 124956772, 230039047]
[16205631, 60885310, 244762880]
[169744084, 64192398, 75525588]
[181296040, 94487627, 130316537]
[88279509, 5668991, 203991674]
[22619776, 25028571, 101576985]
[115917063, 218112142, 168805160]
[204923669, 50635880, 92038519]
[146418165, 238957552, 204786696]
[59461186, 155745095, 48071533]
[55808678, 42425852, 165673382]
[174915493, 109111730, 141578172]
[60417925, 159601639, 5477486]
[154023279, 157930057, 13462901]
[47818127, 142141932, 51463126]
[163042645, 131275937, 228972877]
[173377106, 137770236, 80563135]
[222119453, 85409032, 239033486]
[71640451, 11941135, 222807964]
[49986552, 151382489, 101485566]
[245186357, 51214878, 71583471]
[163042645, 87527887, 208353628]
[136301248, 129895494, 179794284]
[152051790, 150615245, 75069975]
[231967018, 205292596, 182569079]
[60417925, 51741037, 123890330]
[221959728, 171317621, 52561294]
[169313277, 9510243, 166423066]
[7000320, 111365154, 157881857]
[92409577, 127201543, 199010167]
[218542507, 210706211, 168501371]
[145167082, 65085122, 202302399]
[59624713, 201443810, 212228266]
[136301248, 129895494, 125042548]
[246969109, 27247658, 101330068]
[106261171, 126184161, 223356176]
[32676012, 232977105, 188125434]
[174915493, 120643602, 47576843]
[225534006, 51753866, 148740827]
[170136299, 240379569, 176599787]
[114104208, 221799532, 67304049]
[169492383, 134805362, 83640700]
[54792871, 223562163, 101070175]
[161004947, 154333658, 157666555]
[181938804, 42064276, 190266614]
[73351518, 593821, 231711966]
[192049153, 182605989, 30674665]
[213112826, 23140694, 213415672]
[88279509, 60221365, 227953533]
[202536968, 135045668, 8659819]
[173932799, 86115254, 136199748]
[136727690, 26278986, 103667459]
